doy,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
108,3393.693,3401.433,3915.164,3470.389,NA,3121.984,3380.443,4149.204,3014.858,3363.105,3909.524,3395.864,2774.45,2576.225,3660.669,2672.918
109,3393.693,3401.433,3915.164,3470.389,NA,3121.984,3380.443,4149.204,3014.858,3363.105,3909.524,3395.864,2774.45,2576.225,3660.669,2672.918
110,3393.693,3401.433,3915.164,3470.389,NA,3121.984,3380.443,4149.204,3014.858,3363.105,3909.524,3395.864,2774.45,2576.225,3660.669,2672.918
111,3393.693,3401.433,3915.164,3470.389,NA,3121.984,3380.443,4149.204,3014.858,3363.105,3909.524,3395.864,2774.45,2576.225,3660.669,2672.918
112,3393.693,3401.433,3915.164,3470.389,NA,3121.984,3380.443,4149.204,3014.858,3363.105,3909.524,3395.864,2774.45,2576.225,3660.669,2672.918
113,3688.443,3817.33,3978.353,3611.394,3756.275,3429.181,3634.895,NA,3460.188,3435.621,2812.085,3032.141,2682.481,3599.066,2977.178,4946.877
114,3688.443,3817.33,3978.353,3611.394,3756.275,3429.181,3634.895,NA,3460.188,3435.621,2812.085,3032.141,2682.481,3599.066,2977.178,4946.877
115,3688.443,3817.33,3978.353,3611.394,3756.275,3429.181,3634.895,NA,3460.188,3435.621,2812.085,3032.141,2682.481,3599.066,2977.178,4946.877
116,3688.443,3817.33,3978.353,3611.394,3756.275,3429.181,3634.895,NA,3460.188,3435.621,2812.085,3032.141,2682.481,3599.066,2977.178,4946.877
117,3688.443,3817.33,3978.353,3611.394,3756.275,3429.181,3634.895,NA,3460.188,3435.621,2812.085,3032.141,2682.481,3599.066,2977.178,4946.877
118,3688.443,3817.33,3978.353,3611.394,3756.275,3429.181,3634.895,NA,3460.188,3435.621,2812.085,3032.141,2682.481,3599.066,2977.178,4946.877
119,3688.443,3817.33,3978.353,3611.394,3756.275,3429.181,3634.895,NA,3460.188,3435.621,2812.085,3032.141,2682.481,3599.066,2977.178,4946.877
120,3688.443,3817.33,3978.353,3611.394,3756.275,3429.181,3634.895,NA,3460.188,3435.621,2812.085,3032.141,2682.481,3599.066,2977.178,4946.877
121,3975.401,3697.594,5077.621,3533.722,3802.167,NA,3397.647,3528.382,4149.941,3243.406,3269.411,3092.857,NA,3050.962,NA,3318.145
122,3975.401,3697.594,5077.621,3533.722,3802.167,NA,3397.647,3528.382,4149.941,3243.406,3269.411,3092.857,NA,3050.962,NA,3318.145
123,3975.401,3697.594,5077.621,3533.722,3802.167,NA,3397.647,3528.382,4149.941,3243.406,3269.411,3092.857,NA,3050.962,NA,3318.145
124,3975.401,3697.594,5077.621,3533.722,3802.167,NA,3397.647,3528.382,4149.941,3243.406,3269.411,3092.857,NA,3050.962,NA,3318.145
125,3975.401,3697.594,5077.621,3533.722,3802.167,NA,3397.647,3528.382,4149.941,3243.406,3269.411,3092.857,NA,3050.962,NA,3318.145
126,3975.401,3697.594,5077.621,3533.722,3802.167,NA,3397.647,3528.382,4149.941,3243.406,3269.411,3092.857,NA,3050.962,NA,3318.145
127,3975.401,3697.594,5077.621,3533.722,3802.167,NA,3397.647,3528.382,4149.941,3243.406,3269.411,3092.857,NA,3050.962,NA,3318.145
128,3975.401,3697.594,5077.621,3533.722,3802.167,NA,3397.647,3528.382,4149.941,3243.406,3269.411,3092.857,NA,3050.962,NA,3318.145
129,4257.49,4429.528,5210.341,3928.04,5552.06,3743.644,3440.042,NA,3931.704,NA,3578.736,3291.982,3462.205,3313.07,3761.893,4478.632
130,4257.49,4429.528,5210.341,3928.04,5552.06,3743.644,3440.042,NA,3931.704,NA,3578.736,3291.982,3462.205,3313.07,3761.893,4478.632
131,4257.49,4429.528,5210.341,3928.04,5552.06,3743.644,3440.042,NA,3931.704,NA,3578.736,3291.982,3462.205,3313.07,3761.893,4478.632
132,4257.49,4429.528,5210.341,3928.04,5552.06,3743.644,3440.042,NA,3931.704,NA,3578.736,3291.982,3462.205,3313.07,3761.893,4478.632
133,4257.49,4429.528,5210.341,3928.04,5552.06,3743.644,3440.042,NA,3931.704,NA,3578.736,3291.982,3462.205,3313.07,3761.893,4478.632
134,4257.49,4429.528,5210.341,3928.04,5552.06,3743.644,3440.042,NA,3931.704,NA,3578.736,3291.982,3462.205,3313.07,3761.893,4478.632
135,4257.49,4429.528,5210.341,3928.04,5552.06,3743.644,3440.042,NA,3931.704,NA,3578.736,3291.982,3462.205,3313.07,3761.893,4478.632
136,4257.49,4429.528,5210.341,3928.04,5552.06,3743.644,3440.042,NA,3931.704,NA,3578.736,3291.982,3462.205,3313.07,3761.893,4478.632
137,NA,4597.963,4484.335,NA,3783.806,4063.137,3739.022,4513.29,3757.027,NA,3454.017,3119.472,3175.482,3219.943,3545.653,NA
138,NA,4597.963,4484.335,NA,3783.806,4063.137,3739.022,4513.29,3757.027,NA,3454.017,3119.472,3175.482,3219.943,3545.653,NA
139,NA,4597.963,4484.335,NA,3783.806,4063.137,3739.022,4513.29,3757.027,NA,3454.017,3119.472,3175.482,3219.943,3545.653,NA
140,NA,4597.963,4484.335,NA,3783.806,4063.137,3739.022,4513.29,3757.027,NA,3454.017,3119.472,3175.482,3219.943,3545.653,NA
141,NA,4597.963,4484.335,NA,3783.806,4063.137,3739.022,4513.29,3757.027,NA,3454.017,3119.472,3175.482,3219.943,3545.653,NA
142,NA,4597.963,4484.335,NA,3783.806,4063.137,3739.022,4513.29,3757.027,NA,3454.017,3119.472,3175.482,3219.943,3545.653,NA
143,NA,4597.963,4484.335,NA,3783.806,4063.137,3739.022,4513.29,3757.027,NA,3454.017,3119.472,3175.482,3219.943,3545.653,NA
144,NA,4597.963,4484.335,NA,3783.806,4063.137,3739.022,4513.29,3757.027,NA,3454.017,3119.472,3175.482,3219.943,3545.653,NA
145,4925.642,4198.945,3826.86,3363.858,4204.191,3592.648,NA,3669.868,3797.623,3683.165,3418.012,3341.804,NA,4783.635,4206.435,3542.398
146,4925.642,4198.945,3826.86,3363.858,4204.191,3592.648,NA,3669.868,3797.623,3683.165,3418.012,3341.804,NA,4783.635,4206.435,3542.398
147,4925.642,4198.945,3826.86,3363.858,4204.191,3592.648,NA,3669.868,3797.623,3683.165,3418.012,3341.804,NA,4783.635,4206.435,3542.398
148,4925.642,4198.945,3826.86,3363.858,4204.191,3592.648,NA,3669.868,3797.623,3683.165,3418.012,3341.804,NA,4783.635,4206.435,3542.398
149,4925.642,4198.945,3826.86,3363.858,4204.191,3592.648,NA,3669.868,3797.623,3683.165,3418.012,3341.804,NA,4783.635,4206.435,3542.398
150,4925.642,4198.945,3826.86,3363.858,4204.191,3592.648,NA,3669.868,3797.623,3683.165,3418.012,3341.804,NA,4783.635,4206.435,3542.398
151,4925.642,4198.945,3826.86,3363.858,4204.191,3592.648,NA,3669.868,3797.623,3683.165,3418.012,3341.804,NA,4783.635,4206.435,3542.398
152,4925.642,4198.945,3826.86,3363.858,4204.191,3592.648,NA,3669.868,3797.623,3683.165,3418.012,3341.804,NA,4783.635,4206.435,3542.398
153,5153.007,3903.238,4934.396,3692.768,5242.714,3928.218,4541.952,3713.05,5153.548,3993.118,4097.492,3599.178,4046.809,4174.995,4157.341,3556.496
154,5153.007,3903.238,4934.396,3692.768,5242.714,3928.218,4541.952,3713.05,5153.548,3993.118,4097.492,3599.178,4046.809,4174.995,4157.341,3556.496
155,5153.007,3903.238,4934.396,3692.768,5242.714,3928.218,4541.952,3713.05,5153.548,3993.118,4097.492,3599.178,4046.809,4174.995,4157.341,3556.496
156,5153.007,3903.238,4934.396,3692.768,5242.714,3928.218,4541.952,3713.05,5153.548,3993.118,4097.492,3599.178,4046.809,4174.995,4157.341,3556.496
157,5153.007,3903.238,4934.396,3692.768,5242.714,3928.218,4541.952,3713.05,5153.548,3993.118,4097.492,3599.178,4046.809,4174.995,4157.341,3556.496
158,5153.007,3903.238,4934.396,3692.768,5242.714,3928.218,4541.952,3713.05,5153.548,3993.118,4097.492,3599.178,4046.809,4174.995,4157.341,3556.496
159,5153.007,3903.238,4934.396,3692.768,5242.714,3928.218,4541.952,3713.05,5153.548,3993.118,4097.492,3599.178,4046.809,4174.995,4157.341,3556.496
160,5153.007,3903.238,4934.396,3692.768,5242.714,3928.218,4541.952,3713.05,5153.548,3993.118,4097.492,3599.178,4046.809,4174.995,4157.341,3556.496
161,4651.019,5877.74,5131.619,3967.722,6261.006,4145.27,6308.105,4230.023,NA,4041.152,NA,3867.215,4872.218,4543.008,5193.279,3499.745
162,4651.019,5877.74,5131.619,3967.722,6261.006,4145.27,6308.105,4230.023,NA,4041.152,NA,3867.215,4872.218,4543.008,5193.279,3499.745
163,4651.019,5877.74,5131.619,3967.722,6261.006,4145.27,6308.105,4230.023,NA,4041.152,NA,3867.215,4872.218,4543.008,5193.279,3499.745
164,4651.019,5877.74,5131.619,3967.722,6261.006,4145.27,6308.105,4230.023,NA,4041.152,NA,3867.215,4872.218,4543.008,5193.279,3499.745
165,4651.019,5877.74,5131.619,3967.722,6261.006,4145.27,6308.105,4230.023,NA,4041.152,NA,3867.215,4872.218,4543.008,5193.279,3499.745
166,4651.019,5877.74,5131.619,3967.722,6261.006,4145.27,6308.105,4230.023,NA,4041.152,NA,3867.215,4872.218,4543.008,5193.279,3499.745
167,4651.019,5877.74,5131.619,3967.722,6261.006,4145.27,6308.105,4230.023,NA,4041.152,NA,3867.215,4872.218,4543.008,5193.279,3499.745
168,4651.019,5877.74,5131.619,3967.722,6261.006,4145.27,6308.105,4230.023,NA,4041.152,NA,3867.215,4872.218,4543.008,5193.279,3499.745
169,NA,5104.606,6650.376,4550.998,6267.563,4721.698,7029.483,4319.259,8381.534,5013.698,NA,5052.239,6049.267,5026.434,5813.523,3699.884
170,NA,5104.606,6650.376,4550.998,6267.563,4721.698,7029.483,4319.259,8381.534,5013.698,NA,5052.239,6049.267,5026.434,5813.523,3699.884
171,NA,5104.606,6650.376,4550.998,6267.563,4721.698,7029.483,4319.259,8381.534,5013.698,NA,5052.239,6049.267,5026.434,5813.523,3699.884
172,NA,5104.606,6650.376,4550.998,6267.563,4721.698,7029.483,4319.259,8381.534,5013.698,NA,5052.239,6049.267,5026.434,5813.523,3699.884
173,NA,5104.606,6650.376,4550.998,6267.563,4721.698,7029.483,4319.259,8381.534,5013.698,NA,5052.239,6049.267,5026.434,5813.523,3699.884
174,NA,5104.606,6650.376,4550.998,6267.563,4721.698,7029.483,4319.259,8381.534,5013.698,NA,5052.239,6049.267,5026.434,5813.523,3699.884
175,NA,5104.606,6650.376,4550.998,6267.563,4721.698,7029.483,4319.259,8381.534,5013.698,NA,5052.239,6049.267,5026.434,5813.523,3699.884
176,NA,5104.606,6650.376,4550.998,6267.563,4721.698,7029.483,4319.259,8381.534,5013.698,NA,5052.239,6049.267,5026.434,5813.523,3699.884
177,NA,4930.292,7349.208,4381.507,7640.214,5352.783,7586.586,5107.875,8612.204,4970.72,6582.52,5433.647,7295.988,5893.106,8104.471,5053.21
178,NA,4930.292,7349.208,4381.507,7640.214,5352.783,7586.586,5107.875,8612.204,4970.72,6582.52,5433.647,7295.988,5893.106,8104.471,5053.21
179,NA,4930.292,7349.208,4381.507,7640.214,5352.783,7586.586,5107.875,8612.204,4970.72,6582.52,5433.647,7295.988,5893.106,8104.471,5053.21
180,NA,4930.292,7349.208,4381.507,7640.214,5352.783,7586.586,5107.875,8612.204,4970.72,6582.52,5433.647,7295.988,5893.106,8104.471,5053.21
181,NA,4930.292,7349.208,4381.507,7640.214,5352.783,7586.586,5107.875,8612.204,4970.72,6582.52,5433.647,7295.988,5893.106,8104.471,5053.21
182,NA,4930.292,7349.208,4381.507,7640.214,5352.783,7586.586,5107.875,8612.204,4970.72,6582.52,5433.647,7295.988,5893.106,8104.471,5053.21
183,NA,4930.292,7349.208,4381.507,7640.214,5352.783,7586.586,5107.875,8612.204,4970.72,6582.52,5433.647,7295.988,5893.106,8104.471,5053.21
184,NA,4930.292,7349.208,4381.507,7640.214,5352.783,7586.586,5107.875,8612.204,4970.72,6582.52,5433.647,7295.988,5893.106,8104.471,5053.21
185,7754.952,5986.972,7839.583,4894.059,7697.031,5906.914,8086.568,6312.985,8522.744,6150.269,8144.34,6890.159,7829.735,5898.694,8064.429,6493.301
186,7754.952,5986.972,7839.583,4894.059,7697.031,5906.914,8086.568,6312.985,8522.744,6150.269,8144.34,6890.159,7829.735,5898.694,8064.429,6493.301
187,7754.952,5986.972,7839.583,4894.059,7697.031,5906.914,8086.568,6312.985,8522.744,6150.269,8144.34,6890.159,7829.735,5898.694,8064.429,6493.301
188,7754.952,5986.972,7839.583,4894.059,7697.031,5906.914,8086.568,6312.985,8522.744,6150.269,8144.34,6890.159,7829.735,5898.694,8064.429,6493.301
189,7754.952,5986.972,7839.583,4894.059,7697.031,5906.914,8086.568,6312.985,8522.744,6150.269,8144.34,6890.159,7829.735,5898.694,8064.429,6493.301
190,7754.952,5986.972,7839.583,4894.059,7697.031,5906.914,8086.568,6312.985,8522.744,6150.269,8144.34,6890.159,7829.735,5898.694,8064.429,6493.301
