"","doy","2002_NDVI","2003_NDVI","2004_NDVI","2005_NDVI","2006_NDVI","2007_NDVI","2008_NDVI","2009_NDVI","2010_NDVI","2011_NDVI","2012_NDVI","2013_NDVI","2014_NDVI","2015_NDVI"
"50",162,NA,3609,NA,4836,4597,4641,3130,NA,NA,NA,3923,2842,3949,4466
"51",163,NA,3609,NA,4836,4597,4641,3130,NA,NA,NA,3923,2842,3949,4466
"52",164,NA,3609,NA,4836,4597,4641,3130,NA,NA,NA,3923,2842,3949,4466
"53",165,NA,3609,NA,4836,4597,4641,3130,NA,NA,NA,3923,2842,3949,4466
"54",166,NA,3609,NA,4836,4597,4641,3130,NA,NA,NA,3923,2842,3949,4466
"55",167,NA,3609,NA,4836,4597,4641,3130,NA,NA,NA,3923,2842,3949,4466
"56",168,NA,3609,NA,4836,4597,4641,3130,NA,NA,NA,3923,2842,3949,4466
"57",169,7419,NA,4898,6848,NA,NA,3221,7014,8539,NA,NA,NA,NA,7858
"58",170,7419,NA,4898,6848,NA,NA,3221,7014,8539,NA,NA,NA,NA,7858
"59",171,7419,NA,4898,6848,NA,NA,3221,7014,8539,NA,NA,NA,NA,7858
"60",172,7419,NA,4898,6848,NA,NA,3221,7014,8539,NA,NA,NA,NA,7858
"61",173,7419,NA,4898,6848,NA,NA,3221,7014,8539,NA,NA,NA,NA,7858
"62",174,7419,NA,4898,6848,NA,NA,3221,7014,8539,NA,NA,NA,NA,7858
"63",175,7419,NA,4898,6848,NA,NA,3221,7014,8539,NA,NA,NA,NA,7858
"64",176,7419,NA,4898,6848,NA,NA,3221,7014,8539,NA,NA,NA,NA,7858
"65",177,NA,NA,4965,NA,6704,NA,NA,NA,7646,7104,8519,NA,NA,8633
"66",178,NA,NA,4965,NA,6704,NA,NA,NA,7646,7104,8519,NA,NA,8633
"67",179,NA,NA,4965,NA,6704,NA,NA,NA,7646,7104,8519,NA,NA,8633
"68",180,NA,NA,4965,NA,6704,NA,NA,NA,7646,7104,8519,NA,NA,8633
"69",181,NA,NA,4965,NA,6704,NA,NA,NA,7646,7104,8519,NA,NA,8633
"70",182,NA,NA,4965,NA,6704,NA,NA,NA,7646,7104,8519,NA,NA,8633
"71",183,NA,NA,4965,NA,6704,NA,NA,NA,7646,7104,8519,NA,NA,8633
"72",184,NA,NA,4965,NA,6704,NA,NA,NA,7646,7104,8519,NA,NA,8633
"73",185,NA,NA,7710,NA,7350,8631,NA,NA,NA,NA,8000,NA,6551,8208
"74",186,NA,NA,7710,NA,7350,8631,NA,NA,NA,NA,8000,NA,6551,8208
"75",187,NA,NA,7710,NA,7350,8631,NA,NA,NA,NA,8000,NA,6551,8208
"76",188,NA,NA,7710,NA,7350,8631,NA,NA,NA,NA,8000,NA,6551,8208
"77",189,NA,NA,7710,NA,7350,8631,NA,NA,NA,NA,8000,NA,6551,8208
"78",190,NA,NA,7710,NA,7350,8631,NA,NA,NA,NA,8000,NA,6551,8208
"79",191,NA,NA,7710,NA,7350,8631,NA,NA,NA,NA,8000,NA,6551,8208
"80",192,NA,NA,7710,NA,7350,8631,NA,NA,NA,NA,8000,NA,6551,8208
"81",193,9207,NA,NA,NA,9082,NA,7160,6492,NA,NA,8462,NA,8452,9004
"82",194,9207,NA,NA,NA,9082,NA,7160,6492,NA,NA,8462,NA,8452,9004
"83",195,9207,NA,NA,NA,9082,NA,7160,6492,NA,NA,8462,NA,8452,9004
"84",196,9207,NA,NA,NA,9082,NA,7160,6492,NA,NA,8462,NA,8452,9004
"85",197,9207,NA,NA,NA,9082,NA,7160,6492,NA,NA,8462,NA,8452,9004
"86",198,9207,NA,NA,NA,9082,NA,7160,6492,NA,NA,8462,NA,8452,9004
"87",199,9207,NA,NA,NA,9082,NA,7160,6492,NA,NA,8462,NA,8452,9004
"88",200,9207,NA,NA,NA,9082,NA,7160,6492,NA,NA,8462,NA,8452,9004
"89",201,8748,8936,NA,9094,9195,8954,8720,NA,9095,NA,8933,8225,NA,9255
"90",202,8748,8936,NA,9094,9195,8954,8720,NA,9095,NA,8933,8225,NA,9255
"91",203,8748,8936,NA,9094,9195,8954,8720,NA,9095,NA,8933,8225,NA,9255
"92",204,8748,8936,NA,9094,9195,8954,8720,NA,9095,NA,8933,8225,NA,9255
"93",205,8748,8936,NA,9094,9195,8954,8720,NA,9095,NA,8933,8225,NA,9255
"94",206,8748,8936,NA,9094,9195,8954,8720,NA,9095,NA,8933,8225,NA,9255
"95",207,8748,8936,NA,9094,9195,8954,8720,NA,9095,NA,8933,8225,NA,9255
"96",208,8748,8936,NA,9094,9195,8954,8720,NA,9095,NA,8933,8225,NA,9255
"97",209,NA,NA,NA,NA,9177,NA,8642,8691,NA,NA,8763,7296,NA,9301
"98",210,NA,NA,NA,NA,9177,NA,8642,8691,NA,NA,8763,7296,NA,9301
"99",211,NA,NA,NA,NA,9177,NA,8642,8691,NA,NA,8763,7296,NA,9301
"100",212,NA,NA,NA,NA,9177,NA,8642,8691,NA,NA,8763,7296,NA,9301
"101",213,NA,NA,NA,NA,9177,NA,8642,8691,NA,NA,8763,7296,NA,9301
"102",214,NA,NA,NA,NA,9177,NA,8642,8691,NA,NA,8763,7296,NA,9301
"103",215,NA,NA,NA,NA,9177,NA,8642,8691,NA,NA,8763,7296,NA,9301
"104",216,NA,NA,NA,NA,9177,NA,8642,8691,NA,NA,8763,7296,NA,9301
"105",217,NA,NA,NA,8943,8960,8869,8826,9017,NA,NA,8918,NA,8612,9114
"106",218,NA,NA,NA,8943,8960,8869,8826,9017,NA,NA,8918,NA,8612,9114
"107",219,NA,NA,NA,8943,8960,8869,8826,9017,NA,NA,8918,NA,8612,9114
"108",220,NA,NA,NA,8943,8960,8869,8826,9017,NA,NA,8918,NA,8612,9114
"109",221,NA,NA,NA,8943,8960,8869,8826,9017,NA,NA,8918,NA,8612,9114
"110",222,NA,NA,NA,8943,8960,8869,8826,9017,NA,NA,8918,NA,8612,9114
"111",223,NA,NA,NA,8943,8960,8869,8826,9017,NA,NA,8918,NA,8612,9114
"112",224,NA,NA,NA,8943,8960,8869,8826,9017,NA,NA,8918,NA,8612,9114
"113",225,NA,8694,NA,NA,8896,8883,8818,NA,8725,8706,8830,NA,8848,8990
"114",226,NA,8694,NA,NA,8896,8883,8818,NA,8725,8706,8830,NA,8848,8990
"115",227,NA,8694,NA,NA,8896,8883,8818,NA,8725,8706,8830,NA,8848,8990
"116",228,NA,8694,NA,NA,8896,8883,8818,NA,8725,8706,8830,NA,8848,8990
"117",229,NA,8694,NA,NA,8896,8883,8818,NA,8725,8706,8830,NA,8848,8990
"118",230,NA,8694,NA,NA,8896,8883,8818,NA,8725,8706,8830,NA,8848,8990
"119",231,NA,8694,NA,NA,8896,8883,8818,NA,8725,8706,8830,NA,8848,8990
"120",232,NA,8694,NA,NA,8896,8883,8818,NA,8725,8706,8830,NA,8848,8990
"121",233,6209,8873,8939,8713,8406,8848,8725,NA,7607,8372,8000,NA,NA,NA
"122",234,6209,8873,8939,8713,8406,8848,8725,NA,7607,8372,8000,NA,NA,NA
"123",235,6209,8873,8939,8713,8406,8848,8725,NA,7607,8372,8000,NA,NA,NA
"124",236,6209,8873,8939,8713,8406,8848,8725,NA,7607,8372,8000,NA,NA,NA
"125",237,6209,8873,8939,8713,8406,8848,8725,NA,7607,8372,8000,NA,NA,NA
"126",238,6209,8873,8939,8713,8406,8848,8725,NA,7607,8372,8000,NA,NA,NA
"127",239,6209,8873,8939,8713,8406,8848,8725,NA,7607,8372,8000,NA,NA,NA
"128",240,6209,8873,8939,8713,8406,8848,8725,NA,7607,8372,8000,NA,NA,NA
"129",241,8245,8500,NA,6898,NA,8327,8738,NA,6860,8259,5989,8118,NA,NA
"130",242,8245,8500,NA,6898,NA,8327,8738,NA,6860,8259,5989,8118,NA,NA
"131",243,8245,8500,NA,6898,NA,8327,8738,NA,6860,8259,5989,8118,NA,NA
"132",244,8245,8500,NA,6898,NA,8327,8738,NA,6860,8259,5989,8118,NA,NA
"133",245,8245,8500,NA,6898,NA,8327,8738,NA,6860,8259,5989,8118,NA,NA
"134",246,8245,8500,NA,6898,NA,8327,8738,NA,6860,8259,5989,8118,NA,NA
"135",247,8245,8500,NA,6898,NA,8327,8738,NA,6860,8259,5989,8118,NA,NA
"136",248,8245,8500,NA,6898,NA,8327,8738,NA,6860,8259,5989,8118,NA,NA
"137",249,5471,7928,8606,5244,NA,7762,NA,NA,4834,NA,5683,6770,NA,NA
"138",250,5471,7928,8606,5244,NA,7762,NA,NA,4834,NA,5683,6770,NA,NA
"139",251,5471,7928,8606,5244,NA,7762,NA,NA,4834,NA,5683,6770,NA,NA
"140",252,5471,7928,8606,5244,NA,7762,NA,NA,4834,NA,5683,6770,NA,NA
"141",253,5471,7928,8606,5244,NA,7762,NA,NA,4834,NA,5683,6770,NA,NA
"142",254,5471,7928,8606,5244,NA,7762,NA,NA,4834,NA,5683,6770,NA,NA
"143",255,5471,7928,8606,5244,NA,7762,NA,NA,4834,NA,5683,6770,NA,NA
"144",256,5471,7928,8606,5244,NA,7762,NA,NA,4834,NA,5683,6770,NA,NA
"145",257,NA,6183,NA,NA,4890,NA,NA,5129,NA,5729,3640,7121,6422,5439
"146",258,NA,6183,NA,NA,4890,NA,NA,5129,NA,5729,3640,7121,6422,5439
"147",259,NA,6183,NA,NA,4890,NA,NA,5129,NA,5729,3640,7121,6422,5439
"148",260,NA,6183,NA,NA,4890,NA,NA,5129,NA,5729,3640,7121,6422,5439
"149",261,NA,6183,NA,NA,4890,NA,NA,5129,NA,5729,3640,7121,6422,5439
"150",262,NA,6183,NA,NA,4890,NA,NA,5129,NA,5729,3640,7121,6422,5439
"151",263,NA,6183,NA,NA,4890,NA,NA,5129,NA,5729,3640,7121,6422,5439
"152",264,NA,6183,NA,NA,4890,NA,NA,5129,NA,5729,3640,7121,6422,5439
"153",265,3820,NA,NA,NA,3303,3488,4775,NA,2716,3727,NA,5567,NA,4011
"154",266,3820,NA,NA,NA,3303,3488,4775,NA,2716,3727,NA,5567,NA,4011
"155",267,3820,NA,NA,NA,3303,3488,4775,NA,2716,3727,NA,5567,NA,4011
"156",268,3820,NA,NA,NA,3303,3488,4775,NA,2716,3727,NA,5567,NA,4011
"157",269,3820,NA,NA,NA,3303,3488,4775,NA,2716,3727,NA,5567,NA,4011
"158",270,3820,NA,NA,NA,3303,3488,4775,NA,2716,3727,NA,5567,NA,4011
"159",271,3820,NA,NA,NA,3303,3488,4775,NA,2716,3727,NA,5567,NA,4011
"160",272,3820,NA,NA,NA,3303,3488,4775,NA,2716,3727,NA,5567,NA,4011
"161",273,2402,3461,NA,NA,2435,2749,NA,3682,2612,3180,2500,4544,3197,3097
"162",274,2402,3461,NA,NA,2435,2749,NA,3682,2612,3180,2500,4544,3197,3097
"163",275,2402,3461,NA,NA,2435,2749,NA,3682,2612,3180,2500,4544,3197,3097
"164",276,2402,3461,NA,NA,2435,2749,NA,3682,2612,3180,2500,4544,3197,3097
"165",277,2402,3461,NA,NA,2435,2749,NA,3682,2612,3180,2500,4544,3197,3097
"166",278,2402,3461,NA,NA,2435,2749,NA,3682,2612,3180,2500,4544,3197,3097
"167",279,2402,3461,NA,NA,2435,2749,NA,3682,2612,3180,2500,4544,3197,3097
"168",280,2402,3461,NA,NA,2435,2749,NA,3682,2612,3180,2500,4544,3197,3097
"169",281,NA,3010,2620,NA,2430,NA,NA,2604,2477,2933,2519,NA,NA,2738
"170",282,NA,3010,2620,NA,2430,NA,NA,2604,2477,2933,2519,NA,NA,2738
"171",283,NA,3010,2620,NA,2430,NA,NA,2604,2477,2933,2519,NA,NA,2738
"172",284,NA,3010,2620,NA,2430,NA,NA,2604,2477,2933,2519,NA,NA,2738
"173",285,NA,3010,2620,NA,2430,NA,NA,2604,2477,2933,2519,NA,NA,2738
"174",286,NA,3010,2620,NA,2430,NA,NA,2604,2477,2933,2519,NA,NA,2738
"175",287,NA,3010,2620,NA,2430,NA,NA,2604,2477,2933,2519,NA,NA,2738
"176",288,NA,3010,2620,NA,2430,NA,NA,2604,2477,2933,2519,NA,NA,2738
"177",289,2431,NA,NA,NA,2241,2334,2616,NA,2280,2502,NA,NA,2526,2822
"178",290,2431,NA,NA,NA,2241,2334,2616,NA,2280,2502,NA,NA,2526,2822
"179",291,2431,NA,NA,NA,2241,2334,2616,NA,2280,2502,NA,NA,2526,2822
"180",292,2431,NA,NA,NA,2241,2334,2616,NA,2280,2502,NA,NA,2526,2822
"181",293,2431,NA,NA,NA,2241,2334,2616,NA,2280,2502,NA,NA,2526,2822
"182",294,2431,NA,NA,NA,2241,2334,2616,NA,2280,2502,NA,NA,2526,2822
"183",295,2431,NA,NA,NA,2241,2334,2616,NA,2280,2502,NA,NA,2526,2822
"184",296,2431,NA,NA,NA,2241,2334,2616,NA,2280,2502,NA,NA,2526,2822
"185",297,1458,2311,2432,2237,2021,2207,2241,NA,2480,2379,1853,2981,2367,NA
"186",298,1458,2311,2432,2237,2021,2207,2241,NA,2480,2379,1853,2981,2367,NA
"187",299,1458,2311,2432,2237,2021,2207,2241,NA,2480,2379,1853,2981,2367,NA
"188",300,1458,2311,2432,2237,2021,2207,2241,NA,2480,2379,1853,2981,2367,NA
"189",301,1458,2311,2432,2237,2021,2207,2241,NA,2480,2379,1853,2981,2367,NA
"190",302,1458,2311,2432,2237,2021,2207,2241,NA,2480,2379,1853,2981,2367,NA
"191",303,1458,2311,2432,2237,2021,2207,2241,NA,2480,2379,1853,2981,2367,NA
"192",304,1458,2311,2432,2237,2021,2207,2241,NA,2480,2379,1853,2981,2367,NA
"193",305,2021,1900,2379,NA,NA,2264,1997,2107,2475,2076,2053,2429,NA,2249
"194",306,2021,1900,2379,NA,NA,2264,1997,2107,2475,2076,2053,2429,NA,2249
"195",307,2021,1900,2379,NA,NA,2264,1997,2107,2475,2076,2053,2429,NA,2249
"196",308,2021,1900,2379,NA,NA,2264,1997,2107,2475,2076,2053,2429,NA,2249
"197",309,2021,1900,2379,NA,NA,2264,1997,2107,2475,2076,2053,2429,NA,2249
"198",310,2021,1900,2379,NA,NA,2264,1997,2107,2475,2076,2053,2429,NA,2249
"199",311,2021,1900,2379,NA,NA,2264,1997,2107,2475,2076,2053,2429,NA,2249
"200",312,2021,1900,2379,NA,NA,2264,1997,2107,2475,2076,2053,2429,NA,2249
"201",313,2158,1920,2338,2243,NA,2160,1266,NA,NA,2011,1897,NA,NA,2329
