doy,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
65,2284.127,1978.459,2552.277,2066.223,2277.574,2226.19,2069.594,2298.705,NA,NA,2474.679,2117.185,NA,2177.254,2115.184,2254.88
66,2284.127,1978.459,2552.277,2066.223,2277.574,2226.19,2069.594,2298.705,NA,NA,2474.679,2117.185,NA,2177.254,2115.184,2254.88
67,2284.127,1978.459,2552.277,2066.223,2277.574,2226.19,2069.594,2298.705,NA,NA,2474.679,2117.185,NA,2177.254,2115.184,2254.88
68,2284.127,1978.459,2552.277,2066.223,2277.574,2226.19,2069.594,2298.705,NA,NA,2474.679,2117.185,NA,2177.254,2115.184,2254.88
69,2284.127,1978.459,2552.277,2066.223,2277.574,2226.19,2069.594,2298.705,NA,NA,2474.679,2117.185,NA,2177.254,2115.184,2254.88
70,2284.127,1978.459,2552.277,2066.223,2277.574,2226.19,2069.594,2298.705,NA,NA,2474.679,2117.185,NA,2177.254,2115.184,2254.88
71,2284.127,1978.459,2552.277,2066.223,2277.574,2226.19,2069.594,2298.705,NA,NA,2474.679,2117.185,NA,2177.254,2115.184,2254.88
72,2284.127,1978.459,2552.277,2066.223,2277.574,2226.19,2069.594,2298.705,NA,NA,2474.679,2117.185,NA,2177.254,2115.184,2254.88
73,2397.961,NA,2246.799,1968.865,2191.445,2312.046,2473.447,2391.269,2157.593,1922.872,2359.214,2298.042,2285.193,2143.4,2097.502,2539.895
74,2397.961,NA,2246.799,1968.865,2191.445,2312.046,2473.447,2391.269,2157.593,1922.872,2359.214,2298.042,2285.193,2143.4,2097.502,2539.895
75,2397.961,NA,2246.799,1968.865,2191.445,2312.046,2473.447,2391.269,2157.593,1922.872,2359.214,2298.042,2285.193,2143.4,2097.502,2539.895
76,2397.961,NA,2246.799,1968.865,2191.445,2312.046,2473.447,2391.269,2157.593,1922.872,2359.214,2298.042,2285.193,2143.4,2097.502,2539.895
77,2397.961,NA,2246.799,1968.865,2191.445,2312.046,2473.447,2391.269,2157.593,1922.872,2359.214,2298.042,2285.193,2143.4,2097.502,2539.895
78,2397.961,NA,2246.799,1968.865,2191.445,2312.046,2473.447,2391.269,2157.593,1922.872,2359.214,2298.042,2285.193,2143.4,2097.502,2539.895
79,2397.961,NA,2246.799,1968.865,2191.445,2312.046,2473.447,2391.269,2157.593,1922.872,2359.214,2298.042,2285.193,2143.4,2097.502,2539.895
80,2397.961,NA,2246.799,1968.865,2191.445,2312.046,2473.447,2391.269,2157.593,1922.872,2359.214,2298.042,2285.193,2143.4,2097.502,2539.895
81,2383.961,2023.416,2337.803,2075.009,2502.797,NA,2684.021,2394.664,NA,NA,NA,2528.827,2402.027,NA,2193.617,2281.712
82,2383.961,2023.416,2337.803,2075.009,2502.797,NA,2684.021,2394.664,NA,NA,NA,2528.827,2402.027,NA,2193.617,2281.712
83,2383.961,2023.416,2337.803,2075.009,2502.797,NA,2684.021,2394.664,NA,NA,NA,2528.827,2402.027,NA,2193.617,2281.712
84,2383.961,2023.416,2337.803,2075.009,2502.797,NA,2684.021,2394.664,NA,NA,NA,2528.827,2402.027,NA,2193.617,2281.712
85,2383.961,2023.416,2337.803,2075.009,2502.797,NA,2684.021,2394.664,NA,NA,NA,2528.827,2402.027,NA,2193.617,2281.712
86,2383.961,2023.416,2337.803,2075.009,2502.797,NA,2684.021,2394.664,NA,NA,NA,2528.827,2402.027,NA,2193.617,2281.712
87,2383.961,2023.416,2337.803,2075.009,2502.797,NA,2684.021,2394.664,NA,NA,NA,2528.827,2402.027,NA,2193.617,2281.712
88,2383.961,2023.416,2337.803,2075.009,2502.797,NA,2684.021,2394.664,NA,NA,NA,2528.827,2402.027,NA,2193.617,2281.712
89,2317.127,2086.73,2238.433,2286.6,2352.098,2265.827,2890.132,2225.031,2342.54,NA,2586.449,2592.151,2637.844,NA,2273.848,2182.388
90,2317.127,2086.73,2238.433,2286.6,2352.098,2265.827,2890.132,2225.031,2342.54,NA,2586.449,2592.151,2637.844,NA,2273.848,2182.388
91,2317.127,2086.73,2238.433,2286.6,2352.098,2265.827,2890.132,2225.031,2342.54,NA,2586.449,2592.151,2637.844,NA,2273.848,2182.388
92,2317.127,2086.73,2238.433,2286.6,2352.098,2265.827,2890.132,2225.031,2342.54,NA,2586.449,2592.151,2637.844,NA,2273.848,2182.388
93,2317.127,2086.73,2238.433,2286.6,2352.098,2265.827,2890.132,2225.031,2342.54,NA,2586.449,2592.151,2637.844,NA,2273.848,2182.388
94,2317.127,2086.73,2238.433,2286.6,2352.098,2265.827,2890.132,2225.031,2342.54,NA,2586.449,2592.151,2637.844,NA,2273.848,2182.388
95,2317.127,2086.73,2238.433,2286.6,2352.098,2265.827,2890.132,2225.031,2342.54,NA,2586.449,2592.151,2637.844,NA,2273.848,2182.388
96,2317.127,2086.73,2238.433,2286.6,2352.098,2265.827,2890.132,2225.031,2342.54,NA,2586.449,2592.151,2637.844,NA,2273.848,2182.388
97,2579.334,2151.668,2541.862,2282.412,2745.622,2459.258,2658.344,2383.146,2288.725,2154.12,2756.899,2902.174,NA,2059.88,2434.413,2448.816
98,2579.334,2151.668,2541.862,2282.412,2745.622,2459.258,2658.344,2383.146,2288.725,2154.12,2756.899,2902.174,NA,2059.88,2434.413,2448.816
99,2579.334,2151.668,2541.862,2282.412,2745.622,2459.258,2658.344,2383.146,2288.725,2154.12,2756.899,2902.174,NA,2059.88,2434.413,2448.816
100,2579.334,2151.668,2541.862,2282.412,2745.622,2459.258,2658.344,2383.146,2288.725,2154.12,2756.899,2902.174,NA,2059.88,2434.413,2448.816
101,2579.334,2151.668,2541.862,2282.412,2745.622,2459.258,2658.344,2383.146,2288.725,2154.12,2756.899,2902.174,NA,2059.88,2434.413,2448.816
102,2579.334,2151.668,2541.862,2282.412,2745.622,2459.258,2658.344,2383.146,2288.725,2154.12,2756.899,2902.174,NA,2059.88,2434.413,2448.816
103,2579.334,2151.668,2541.862,2282.412,2745.622,2459.258,2658.344,2383.146,2288.725,2154.12,2756.899,2902.174,NA,2059.88,2434.413,2448.816
104,2579.334,2151.668,2541.862,2282.412,2745.622,2459.258,2658.344,2383.146,2288.725,2154.12,2756.899,2902.174,NA,2059.88,2434.413,2448.816
105,2536.893,2432.536,2693.804,2497.843,NA,2423.733,2645.11,2376.229,2533.94,2970.957,3170.977,2713.873,2927.948,2121.212,3163.18,2393.793
106,2536.893,2432.536,2693.804,2497.843,NA,2423.733,2645.11,2376.229,2533.94,2970.957,3170.977,2713.873,2927.948,2121.212,3163.18,2393.793
107,2536.893,2432.536,2693.804,2497.843,NA,2423.733,2645.11,2376.229,2533.94,2970.957,3170.977,2713.873,2927.948,2121.212,3163.18,2393.793
108,2536.893,2432.536,2693.804,2497.843,NA,2423.733,2645.11,2376.229,2533.94,2970.957,3170.977,2713.873,2927.948,2121.212,3163.18,2393.793
109,2536.893,2432.536,2693.804,2497.843,NA,2423.733,2645.11,2376.229,2533.94,2970.957,3170.977,2713.873,2927.948,2121.212,3163.18,2393.793
110,2536.893,2432.536,2693.804,2497.843,NA,2423.733,2645.11,2376.229,2533.94,2970.957,3170.977,2713.873,2927.948,2121.212,3163.18,2393.793
111,2536.893,2432.536,2693.804,2497.843,NA,2423.733,2645.11,2376.229,2533.94,2970.957,3170.977,2713.873,2927.948,2121.212,3163.18,2393.793
112,2536.893,2432.536,2693.804,2497.843,NA,2423.733,2645.11,2376.229,2533.94,2970.957,3170.977,2713.873,2927.948,2121.212,3163.18,2393.793
113,2841.558,3483.596,2963.012,2707.348,2912.959,2538.848,2676.751,2504.735,2640.499,2670.233,2583.721,2660.669,2601.186,3172.946,2588.22,2580.871
114,2841.558,3483.596,2963.012,2707.348,2912.959,2538.848,2676.751,2504.735,2640.499,2670.233,2583.721,2660.669,2601.186,3172.946,2588.22,2580.871
115,2841.558,3483.596,2963.012,2707.348,2912.959,2538.848,2676.751,2504.735,2640.499,2670.233,2583.721,2660.669,2601.186,3172.946,2588.22,2580.871
116,2841.558,3483.596,2963.012,2707.348,2912.959,2538.848,2676.751,2504.735,2640.499,2670.233,2583.721,2660.669,2601.186,3172.946,2588.22,2580.871
117,2841.558,3483.596,2963.012,2707.348,2912.959,2538.848,2676.751,2504.735,2640.499,2670.233,2583.721,2660.669,2601.186,3172.946,2588.22,2580.871
118,2841.558,3483.596,2963.012,2707.348,2912.959,2538.848,2676.751,2504.735,2640.499,2670.233,2583.721,2660.669,2601.186,3172.946,2588.22,2580.871
119,2841.558,3483.596,2963.012,2707.348,2912.959,2538.848,2676.751,2504.735,2640.499,2670.233,2583.721,2660.669,2601.186,3172.946,2588.22,2580.871
120,2841.558,3483.596,2963.012,2707.348,2912.959,2538.848,2676.751,2504.735,2640.499,2670.233,2583.721,2660.669,2601.186,3172.946,2588.22,2580.871
121,2905.946,2583.093,3905.477,2614.228,2815.499,2894.573,2971.157,3110.662,NA,2402.21,2547.028,3201.078,3398.142,2216.258,NA,2543.338
122,2905.946,2583.093,3905.477,2614.228,2815.499,2894.573,2971.157,3110.662,NA,2402.21,2547.028,3201.078,3398.142,2216.258,NA,2543.338
123,2905.946,2583.093,3905.477,2614.228,2815.499,2894.573,2971.157,3110.662,NA,2402.21,2547.028,3201.078,3398.142,2216.258,NA,2543.338
124,2905.946,2583.093,3905.477,2614.228,2815.499,2894.573,2971.157,3110.662,NA,2402.21,2547.028,3201.078,3398.142,2216.258,NA,2543.338
125,2905.946,2583.093,3905.477,2614.228,2815.499,2894.573,2971.157,3110.662,NA,2402.21,2547.028,3201.078,3398.142,2216.258,NA,2543.338
126,2905.946,2583.093,3905.477,2614.228,2815.499,2894.573,2971.157,3110.662,NA,2402.21,2547.028,3201.078,3398.142,2216.258,NA,2543.338
127,2905.946,2583.093,3905.477,2614.228,2815.499,2894.573,2971.157,3110.662,NA,2402.21,2547.028,3201.078,3398.142,2216.258,NA,2543.338
128,2905.946,2583.093,3905.477,2614.228,2815.499,2894.573,2971.157,3110.662,NA,2402.21,2547.028,3201.078,3398.142,2216.258,NA,2543.338
129,2878.788,3149.399,3048.807,2808.066,NA,2629.519,2761.111,NA,2871.607,NA,2767.207,2837.234,2928.182,NA,3140.937,2395.047
130,2878.788,3149.399,3048.807,2808.066,NA,2629.519,2761.111,NA,2871.607,NA,2767.207,2837.234,2928.182,NA,3140.937,2395.047
131,2878.788,3149.399,3048.807,2808.066,NA,2629.519,2761.111,NA,2871.607,NA,2767.207,2837.234,2928.182,NA,3140.937,2395.047
132,2878.788,3149.399,3048.807,2808.066,NA,2629.519,2761.111,NA,2871.607,NA,2767.207,2837.234,2928.182,NA,3140.937,2395.047
133,2878.788,3149.399,3048.807,2808.066,NA,2629.519,2761.111,NA,2871.607,NA,2767.207,2837.234,2928.182,NA,3140.937,2395.047
134,2878.788,3149.399,3048.807,2808.066,NA,2629.519,2761.111,NA,2871.607,NA,2767.207,2837.234,2928.182,NA,3140.937,2395.047
135,2878.788,3149.399,3048.807,2808.066,NA,2629.519,2761.111,NA,2871.607,NA,2767.207,2837.234,2928.182,NA,3140.937,2395.047
136,2878.788,3149.399,3048.807,2808.066,NA,2629.519,2761.111,NA,2871.607,NA,2767.207,2837.234,2928.182,NA,3140.937,2395.047
137,NA,2663.37,3370.968,3144.052,2974.098,2730.54,2977.84,3004.807,2915.424,NA,2564.216,2835.732,NA,2471.092,2884.829,NA
138,NA,2663.37,3370.968,3144.052,2974.098,2730.54,2977.84,3004.807,2915.424,NA,2564.216,2835.732,NA,2471.092,2884.829,NA
139,NA,2663.37,3370.968,3144.052,2974.098,2730.54,2977.84,3004.807,2915.424,NA,2564.216,2835.732,NA,2471.092,2884.829,NA
140,NA,2663.37,3370.968,3144.052,2974.098,2730.54,2977.84,3004.807,2915.424,NA,2564.216,2835.732,NA,2471.092,2884.829,NA
141,NA,2663.37,3370.968,3144.052,2974.098,2730.54,2977.84,3004.807,2915.424,NA,2564.216,2835.732,NA,2471.092,2884.829,NA
142,NA,2663.37,3370.968,3144.052,2974.098,2730.54,2977.84,3004.807,2915.424,NA,2564.216,2835.732,NA,2471.092,2884.829,NA
143,NA,2663.37,3370.968,3144.052,2974.098,2730.54,2977.84,3004.807,2915.424,NA,2564.216,2835.732,NA,2471.092,2884.829,NA
144,NA,2663.37,3370.968,3144.052,2974.098,2730.54,2977.84,3004.807,2915.424,NA,2564.216,2835.732,NA,2471.092,2884.829,NA
145,3531.596,3032.922,3183.453,2873.338,2671.215,2957.349,NA,2899.659,3236.458,2865.856,3032.918,4998.061,3563.066,3722.059,3137.168,2672.369
146,3531.596,3032.922,3183.453,2873.338,2671.215,2957.349,NA,2899.659,3236.458,2865.856,3032.918,4998.061,3563.066,3722.059,3137.168,2672.369
147,3531.596,3032.922,3183.453,2873.338,2671.215,2957.349,NA,2899.659,3236.458,2865.856,3032.918,4998.061,3563.066,3722.059,3137.168,2672.369
148,3531.596,3032.922,3183.453,2873.338,2671.215,2957.349,NA,2899.659,3236.458,2865.856,3032.918,4998.061,3563.066,3722.059,3137.168,2672.369
149,3531.596,3032.922,3183.453,2873.338,2671.215,2957.349,NA,2899.659,3236.458,2865.856,3032.918,4998.061,3563.066,3722.059,3137.168,2672.369
150,3531.596,3032.922,3183.453,2873.338,2671.215,2957.349,NA,2899.659,3236.458,2865.856,3032.918,4998.061,3563.066,3722.059,3137.168,2672.369
151,3531.596,3032.922,3183.453,2873.338,2671.215,2957.349,NA,2899.659,3236.458,2865.856,3032.918,4998.061,3563.066,3722.059,3137.168,2672.369
152,3531.596,3032.922,3183.453,2873.338,2671.215,2957.349,NA,2899.659,3236.458,2865.856,3032.918,4998.061,3563.066,3722.059,3137.168,2672.369
153,4204.367,2991.246,3760.572,3252.687,3969.999,2878.76,4271.366,2815.329,4307.744,3358.044,3270.892,5602.062,3399.018,3336.744,3816.877,2506.815
154,4204.367,2991.246,3760.572,3252.687,3969.999,2878.76,4271.366,2815.329,4307.744,3358.044,3270.892,5602.062,3399.018,3336.744,3816.877,2506.815
155,4204.367,2991.246,3760.572,3252.687,3969.999,2878.76,4271.366,2815.329,4307.744,3358.044,3270.892,5602.062,3399.018,3336.744,3816.877,2506.815
156,4204.367,2991.246,3760.572,3252.687,3969.999,2878.76,4271.366,2815.329,4307.744,3358.044,3270.892,5602.062,3399.018,3336.744,3816.877,2506.815
157,4204.367,2991.246,3760.572,3252.687,3969.999,2878.76,4271.366,2815.329,4307.744,3358.044,3270.892,5602.062,3399.018,3336.744,3816.877,2506.815
158,4204.367,2991.246,3760.572,3252.687,3969.999,2878.76,4271.366,2815.329,4307.744,3358.044,3270.892,5602.062,3399.018,3336.744,3816.877,2506.815
159,4204.367,2991.246,3760.572,3252.687,3969.999,2878.76,4271.366,2815.329,4307.744,3358.044,3270.892,5602.062,3399.018,3336.744,3816.877,2506.815
160,4204.367,2991.246,3760.572,3252.687,3969.999,2878.76,4271.366,2815.329,4307.744,3358.044,3270.892,5602.062,3399.018,3336.744,3816.877,2506.815
161,4056.804,3980.64,4428.672,3422.001,5852.112,3798.177,6475.898,3083.975,NA,5387.484,NA,7055.885,5288.883,4196.247,5620.396,3019.855
162,4056.804,3980.64,4428.672,3422.001,5852.112,3798.177,6475.898,3083.975,NA,5387.484,NA,7055.885,5288.883,4196.247,5620.396,3019.855
163,4056.804,3980.64,4428.672,3422.001,5852.112,3798.177,6475.898,3083.975,NA,5387.484,NA,7055.885,5288.883,4196.247,5620.396,3019.855
164,4056.804,3980.64,4428.672,3422.001,5852.112,3798.177,6475.898,3083.975,NA,5387.484,NA,7055.885,5288.883,4196.247,5620.396,3019.855
165,4056.804,3980.64,4428.672,3422.001,5852.112,3798.177,6475.898,3083.975,NA,5387.484,NA,7055.885,5288.883,4196.247,5620.396,3019.855
166,4056.804,3980.64,4428.672,3422.001,5852.112,3798.177,6475.898,3083.975,NA,5387.484,NA,7055.885,5288.883,4196.247,5620.396,3019.855
167,4056.804,3980.64,4428.672,3422.001,5852.112,3798.177,6475.898,3083.975,NA,5387.484,NA,7055.885,5288.883,4196.247,5620.396,3019.855
168,4056.804,3980.64,4428.672,3422.001,5852.112,3798.177,6475.898,3083.975,NA,5387.484,NA,7055.885,5288.883,4196.247,5620.396,3019.855
169,NA,4396.83,6477.479,3644.703,6549.481,4345.922,7327.895,3429.04,8572.369,6446.943,NA,8434.128,7490.55,5096.767,6683.542,3648.849
170,NA,4396.83,6477.479,3644.703,6549.481,4345.922,7327.895,3429.04,8572.369,6446.943,NA,8434.128,7490.55,5096.767,6683.542,3648.849
171,NA,4396.83,6477.479,3644.703,6549.481,4345.922,7327.895,3429.04,8572.369,6446.943,NA,8434.128,7490.55,5096.767,6683.542,3648.849
172,NA,4396.83,6477.479,3644.703,6549.481,4345.922,7327.895,3429.04,8572.369,6446.943,NA,8434.128,7490.55,5096.767,6683.542,3648.849
173,NA,4396.83,6477.479,3644.703,6549.481,4345.922,7327.895,3429.04,8572.369,6446.943,NA,8434.128,7490.55,5096.767,6683.542,3648.849
174,NA,4396.83,6477.479,3644.703,6549.481,4345.922,7327.895,3429.04,8572.369,6446.943,NA,8434.128,7490.55,5096.767,6683.542,3648.849
175,NA,4396.83,6477.479,3644.703,6549.481,4345.922,7327.895,3429.04,8572.369,6446.943,NA,8434.128,7490.55,5096.767,6683.542,3648.849
176,NA,4396.83,6477.479,3644.703,6549.481,4345.922,7327.895,3429.04,8572.369,6446.943,NA,8434.128,7490.55,5096.767,6683.542,3648.849
177,NA,4503.131,7494.04,3646.845,8052.16,5057.274,8212.182,4404.845,8994.032,6838.76,6539.897,8406.075,8557.501,6385.341,8292.784,5053.348
178,NA,4503.131,7494.04,3646.845,8052.16,5057.274,8212.182,4404.845,8994.032,6838.76,6539.897,8406.075,8557.501,6385.341,8292.784,5053.348
179,NA,4503.131,7494.04,3646.845,8052.16,5057.274,8212.182,4404.845,8994.032,6838.76,6539.897,8406.075,8557.501,6385.341,8292.784,5053.348
180,NA,4503.131,7494.04,3646.845,8052.16,5057.274,8212.182,4404.845,8994.032,6838.76,6539.897,8406.075,8557.501,6385.341,8292.784,5053.348
181,NA,4503.131,7494.04,3646.845,8052.16,5057.274,8212.182,4404.845,8994.032,6838.76,6539.897,8406.075,8557.501,6385.341,8292.784,5053.348
182,NA,4503.131,7494.04,3646.845,8052.16,5057.274,8212.182,4404.845,8994.032,6838.76,6539.897,8406.075,8557.501,6385.341,8292.784,5053.348
183,NA,4503.131,7494.04,3646.845,8052.16,5057.274,8212.182,4404.845,8994.032,6838.76,6539.897,8406.075,8557.501,6385.341,8292.784,5053.348
184,NA,4503.131,7494.04,3646.845,8052.16,5057.274,8212.182,4404.845,8994.032,6838.76,6539.897,8406.075,8557.501,6385.341,8292.784,5053.348
185,8386.989,6500.774,7730.912,4638.043,8437.521,6101.39,8723.392,6359.69,8942.648,8129.714,8507.582,8743.476,8617.568,6116.806,8781.296,6455.292
186,8386.989,6500.774,7730.912,4638.043,8437.521,6101.39,8723.392,6359.69,8942.648,8129.714,8507.582,8743.476,8617.568,6116.806,8781.296,6455.292
187,8386.989,6500.774,7730.912,4638.043,8437.521,6101.39,8723.392,6359.69,8942.648,8129.714,8507.582,8743.476,8617.568,6116.806,8781.296,6455.292
188,8386.989,6500.774,7730.912,4638.043,8437.521,6101.39,8723.392,6359.69,8942.648,8129.714,8507.582,8743.476,8617.568,6116.806,8781.296,6455.292
