doy,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
185,8287.054,8337.93,8411.202,8661.441,8272.333,8177.807,8612.243,8637.013,8953.023,8751.033,8258.07,8850.422,8500.558,8446.851,8597.007,8650.658
186,8287.054,8337.93,8411.202,8661.441,8272.333,8177.807,8612.243,8637.013,8953.023,8751.033,8258.07,8850.422,8500.558,8446.851,8597.007,8650.658
187,8287.054,8337.93,8411.202,8661.441,8272.333,8177.807,8612.243,8637.013,8953.023,8751.033,8258.07,8850.422,8500.558,8446.851,8597.007,8650.658
188,8287.054,8337.93,8411.202,8661.441,8272.333,8177.807,8612.243,8637.013,8953.023,8751.033,8258.07,8850.422,8500.558,8446.851,8597.007,8650.658
189,8287.054,8337.93,8411.202,8661.441,8272.333,8177.807,8612.243,8637.013,8953.023,8751.033,8258.07,8850.422,8500.558,8446.851,8597.007,8650.658
190,8287.054,8337.93,8411.202,8661.441,8272.333,8177.807,8612.243,8637.013,8953.023,8751.033,8258.07,8850.422,8500.558,8446.851,8597.007,8650.658
191,8287.054,8337.93,8411.202,8661.441,8272.333,8177.807,8612.243,8637.013,8953.023,8751.033,8258.07,8850.422,8500.558,8446.851,8597.007,8650.658
192,8287.054,8337.93,8411.202,8661.441,8272.333,8177.807,8612.243,8637.013,8953.023,8751.033,8258.07,8850.422,8500.558,8446.851,8597.007,8650.658
193,8827.131,8750.691,8578.849,8846.642,8449.749,8462.545,8823.364,8668.9,9019.799,8715.012,8772.052,8784.257,8533.566,8793.021,8760.876,9001.934
194,8827.131,8750.691,8578.849,8846.642,8449.749,8462.545,8823.364,8668.9,9019.799,8715.012,8772.052,8784.257,8533.566,8793.021,8760.876,9001.934
195,8827.131,8750.691,8578.849,8846.642,8449.749,8462.545,8823.364,8668.9,9019.799,8715.012,8772.052,8784.257,8533.566,8793.021,8760.876,9001.934
196,8827.131,8750.691,8578.849,8846.642,8449.749,8462.545,8823.364,8668.9,9019.799,8715.012,8772.052,8784.257,8533.566,8793.021,8760.876,9001.934
197,8827.131,8750.691,8578.849,8846.642,8449.749,8462.545,8823.364,8668.9,9019.799,8715.012,8772.052,8784.257,8533.566,8793.021,8760.876,9001.934
198,8827.131,8750.691,8578.849,8846.642,8449.749,8462.545,8823.364,8668.9,9019.799,8715.012,8772.052,8784.257,8533.566,8793.021,8760.876,9001.934
199,8827.131,8750.691,8578.849,8846.642,8449.749,8462.545,8823.364,8668.9,9019.799,8715.012,8772.052,8784.257,8533.566,8793.021,8760.876,9001.934
200,8827.131,8750.691,8578.849,8846.642,8449.749,8462.545,8823.364,8668.9,9019.799,8715.012,8772.052,8784.257,8533.566,8793.021,8760.876,9001.934
201,8905.333,8769.833,8741.477,8924.404,8682.717,8596.796,8855.81,8743.003,9091.784,8392.402,8788.52,8443.925,8716.554,8807.055,8823.743,8987.687
202,8905.333,8769.833,8741.477,8924.404,8682.717,8596.796,8855.81,8743.003,9091.784,8392.402,8788.52,8443.925,8716.554,8807.055,8823.743,8987.687
203,8905.333,8769.833,8741.477,8924.404,8682.717,8596.796,8855.81,8743.003,9091.784,8392.402,8788.52,8443.925,8716.554,8807.055,8823.743,8987.687
204,8905.333,8769.833,8741.477,8924.404,8682.717,8596.796,8855.81,8743.003,9091.784,8392.402,8788.52,8443.925,8716.554,8807.055,8823.743,8987.687
205,8905.333,8769.833,8741.477,8924.404,8682.717,8596.796,8855.81,8743.003,9091.784,8392.402,8788.52,8443.925,8716.554,8807.055,8823.743,8987.687
206,8905.333,8769.833,8741.477,8924.404,8682.717,8596.796,8855.81,8743.003,9091.784,8392.402,8788.52,8443.925,8716.554,8807.055,8823.743,8987.687
207,8905.333,8769.833,8741.477,8924.404,8682.717,8596.796,8855.81,8743.003,9091.784,8392.402,8788.52,8443.925,8716.554,8807.055,8823.743,8987.687
208,8905.333,8769.833,8741.477,8924.404,8682.717,8596.796,8855.81,8743.003,9091.784,8392.402,8788.52,8443.925,8716.554,8807.055,8823.743,8987.687
209,8481.25,8488.219,8578.764,8719.13,8718.11,8626.411,NA,8768.551,8982.881,8585.01,8803.41,8369.907,8065.141,8752.096,8943.822,8857.027
210,8481.25,8488.219,8578.764,8719.13,8718.11,8626.411,NA,8768.551,8982.881,8585.01,8803.41,8369.907,8065.141,8752.096,8943.822,8857.027
211,8481.25,8488.219,8578.764,8719.13,8718.11,8626.411,NA,8768.551,8982.881,8585.01,8803.41,8369.907,8065.141,8752.096,8943.822,8857.027
212,8481.25,8488.219,8578.764,8719.13,8718.11,8626.411,NA,8768.551,8982.881,8585.01,8803.41,8369.907,8065.141,8752.096,8943.822,8857.027
213,8481.25,8488.219,8578.764,8719.13,8718.11,8626.411,NA,8768.551,8982.881,8585.01,8803.41,8369.907,8065.141,8752.096,8943.822,8857.027
214,8481.25,8488.219,8578.764,8719.13,8718.11,8626.411,NA,8768.551,8982.881,8585.01,8803.41,8369.907,8065.141,8752.096,8943.822,8857.027
215,8481.25,8488.219,8578.764,8719.13,8718.11,8626.411,NA,8768.551,8982.881,8585.01,8803.41,8369.907,8065.141,8752.096,8943.822,8857.027
216,8481.25,8488.219,8578.764,8719.13,8718.11,8626.411,NA,8768.551,8982.881,8585.01,8803.41,8369.907,8065.141,8752.096,8943.822,8857.027
217,8537.355,7889.772,8559.235,8730.281,8783.302,8447.773,8681.933,8718.287,8915.118,8642.077,9036.391,8291.466,8804.468,NA,9088.402,8998.739
218,8537.355,7889.772,8559.235,8730.281,8783.302,8447.773,8681.933,8718.287,8915.118,8642.077,9036.391,8291.466,8804.468,NA,9088.402,8998.739
219,8537.355,7889.772,8559.235,8730.281,8783.302,8447.773,8681.933,8718.287,8915.118,8642.077,9036.391,8291.466,8804.468,NA,9088.402,8998.739
220,8537.355,7889.772,8559.235,8730.281,8783.302,8447.773,8681.933,8718.287,8915.118,8642.077,9036.391,8291.466,8804.468,NA,9088.402,8998.739
221,8537.355,7889.772,8559.235,8730.281,8783.302,8447.773,8681.933,8718.287,8915.118,8642.077,9036.391,8291.466,8804.468,NA,9088.402,8998.739
222,8537.355,7889.772,8559.235,8730.281,8783.302,8447.773,8681.933,8718.287,8915.118,8642.077,9036.391,8291.466,8804.468,NA,9088.402,8998.739
223,8537.355,7889.772,8559.235,8730.281,8783.302,8447.773,8681.933,8718.287,8915.118,8642.077,9036.391,8291.466,8804.468,NA,9088.402,8998.739
224,8537.355,7889.772,8559.235,8730.281,8783.302,8447.773,8681.933,8718.287,8915.118,8642.077,9036.391,8291.466,8804.468,NA,9088.402,8998.739
225,8362.616,8402.322,8311.936,8595.524,8570.358,8458.981,8814.905,8698.493,8823.895,8605.891,8896.764,7310.3,8773.461,8693.581,8799.824,9067.388
226,8362.616,8402.322,8311.936,8595.524,8570.358,8458.981,8814.905,8698.493,8823.895,8605.891,8896.764,7310.3,8773.461,8693.581,8799.824,9067.388
227,8362.616,8402.322,8311.936,8595.524,8570.358,8458.981,8814.905,8698.493,8823.895,8605.891,8896.764,7310.3,8773.461,8693.581,8799.824,9067.388
228,8362.616,8402.322,8311.936,8595.524,8570.358,8458.981,8814.905,8698.493,8823.895,8605.891,8896.764,7310.3,8773.461,8693.581,8799.824,9067.388
229,8362.616,8402.322,8311.936,8595.524,8570.358,8458.981,8814.905,8698.493,8823.895,8605.891,8896.764,7310.3,8773.461,8693.581,8799.824,9067.388
230,8362.616,8402.322,8311.936,8595.524,8570.358,8458.981,8814.905,8698.493,8823.895,8605.891,8896.764,7310.3,8773.461,8693.581,8799.824,9067.388
231,8362.616,8402.322,8311.936,8595.524,8570.358,8458.981,8814.905,8698.493,8823.895,8605.891,8896.764,7310.3,8773.461,8693.581,8799.824,9067.388
232,8362.616,8402.322,8311.936,8595.524,8570.358,8458.981,8814.905,8698.493,8823.895,8605.891,8896.764,7310.3,8773.461,8693.581,8799.824,9067.388
233,8106.105,8520.164,8163.737,8346.056,8168.924,NA,8622.96,8455.303,8697.585,8469.12,8733.866,6265.343,8407.604,8665.189,8724.175,8878.976
234,8106.105,8520.164,8163.737,8346.056,8168.924,NA,8622.96,8455.303,8697.585,8469.12,8733.866,6265.343,8407.604,8665.189,8724.175,8878.976
235,8106.105,8520.164,8163.737,8346.056,8168.924,NA,8622.96,8455.303,8697.585,8469.12,8733.866,6265.343,8407.604,8665.189,8724.175,8878.976
236,8106.105,8520.164,8163.737,8346.056,8168.924,NA,8622.96,8455.303,8697.585,8469.12,8733.866,6265.343,8407.604,8665.189,8724.175,8878.976
237,8106.105,8520.164,8163.737,8346.056,8168.924,NA,8622.96,8455.303,8697.585,8469.12,8733.866,6265.343,8407.604,8665.189,8724.175,8878.976
238,8106.105,8520.164,8163.737,8346.056,8168.924,NA,8622.96,8455.303,8697.585,8469.12,8733.866,6265.343,8407.604,8665.189,8724.175,8878.976
239,8106.105,8520.164,8163.737,8346.056,8168.924,NA,8622.96,8455.303,8697.585,8469.12,8733.866,6265.343,8407.604,8665.189,8724.175,8878.976
240,8106.105,8520.164,8163.737,8346.056,8168.924,NA,8622.96,8455.303,8697.585,8469.12,8733.866,6265.343,8407.604,8665.189,8724.175,8878.976
241,8402.638,7977.255,8075.007,8120.237,8147.754,8072.997,8350.983,8128.667,8546.814,8082.852,8468.95,6057.474,8228.877,8582.728,8455.312,8448.411
242,8402.638,7977.255,8075.007,8120.237,8147.754,8072.997,8350.983,8128.667,8546.814,8082.852,8468.95,6057.474,8228.877,8582.728,8455.312,8448.411
243,8402.638,7977.255,8075.007,8120.237,8147.754,8072.997,8350.983,8128.667,8546.814,8082.852,8468.95,6057.474,8228.877,8582.728,8455.312,8448.411
244,8402.638,7977.255,8075.007,8120.237,8147.754,8072.997,8350.983,8128.667,8546.814,8082.852,8468.95,6057.474,8228.877,8582.728,8455.312,8448.411
245,8402.638,7977.255,8075.007,8120.237,8147.754,8072.997,8350.983,8128.667,8546.814,8082.852,8468.95,6057.474,8228.877,8582.728,8455.312,8448.411
246,8402.638,7977.255,8075.007,8120.237,8147.754,8072.997,8350.983,8128.667,8546.814,8082.852,8468.95,6057.474,8228.877,8582.728,8455.312,8448.411
247,8402.638,7977.255,8075.007,8120.237,8147.754,8072.997,8350.983,8128.667,8546.814,8082.852,8468.95,6057.474,8228.877,8582.728,8455.312,8448.411
248,8402.638,7977.255,8075.007,8120.237,8147.754,8072.997,8350.983,8128.667,8546.814,8082.852,8468.95,6057.474,8228.877,8582.728,8455.312,8448.411
249,7699.175,7696.146,7654.601,7755.659,7207.41,6611.457,7418.502,NA,8293.269,7462.426,8220.837,5160.067,7783.075,8270.002,8062.144,8377.479
250,7699.175,7696.146,7654.601,7755.659,7207.41,6611.457,7418.502,NA,8293.269,7462.426,8220.837,5160.067,7783.075,8270.002,8062.144,8377.479
251,7699.175,7696.146,7654.601,7755.659,7207.41,6611.457,7418.502,NA,8293.269,7462.426,8220.837,5160.067,7783.075,8270.002,8062.144,8377.479
252,7699.175,7696.146,7654.601,7755.659,7207.41,6611.457,7418.502,NA,8293.269,7462.426,8220.837,5160.067,7783.075,8270.002,8062.144,8377.479
253,7699.175,7696.146,7654.601,7755.659,7207.41,6611.457,7418.502,NA,8293.269,7462.426,8220.837,5160.067,7783.075,8270.002,8062.144,8377.479
254,7699.175,7696.146,7654.601,7755.659,7207.41,6611.457,7418.502,NA,8293.269,7462.426,8220.837,5160.067,7783.075,8270.002,8062.144,8377.479
255,7699.175,7696.146,7654.601,7755.659,7207.41,6611.457,7418.502,NA,8293.269,7462.426,8220.837,5160.067,7783.075,8270.002,8062.144,8377.479
256,7699.175,7696.146,7654.601,7755.659,7207.41,6611.457,7418.502,NA,8293.269,7462.426,8220.837,5160.067,7783.075,8270.002,8062.144,8377.479
257,7150.537,7312.48,7304.278,6755.743,5743.276,4900.593,6121.529,7178.368,6955.294,3746.729,7824.518,3871.086,6423.065,7423.475,7890.745,6841.866
258,7150.537,7312.48,7304.278,6755.743,5743.276,4900.593,6121.529,7178.368,6955.294,3746.729,7824.518,3871.086,6423.065,7423.475,7890.745,6841.866
259,7150.537,7312.48,7304.278,6755.743,5743.276,4900.593,6121.529,7178.368,6955.294,3746.729,7824.518,3871.086,6423.065,7423.475,7890.745,6841.866
260,7150.537,7312.48,7304.278,6755.743,5743.276,4900.593,6121.529,7178.368,6955.294,3746.729,7824.518,3871.086,6423.065,7423.475,7890.745,6841.866
261,7150.537,7312.48,7304.278,6755.743,5743.276,4900.593,6121.529,7178.368,6955.294,3746.729,7824.518,3871.086,6423.065,7423.475,7890.745,6841.866
262,7150.537,7312.48,7304.278,6755.743,5743.276,4900.593,6121.529,7178.368,6955.294,3746.729,7824.518,3871.086,6423.065,7423.475,7890.745,6841.866
263,7150.537,7312.48,7304.278,6755.743,5743.276,4900.593,6121.529,7178.368,6955.294,3746.729,7824.518,3871.086,6423.065,7423.475,7890.745,6841.866
264,7150.537,7312.48,7304.278,6755.743,5743.276,4900.593,6121.529,7178.368,6955.294,3746.729,7824.518,3871.086,6423.065,7423.475,7890.745,6841.866
265,5914.778,5808.542,6259.04,5127.017,4261.255,3909.897,5285.204,5651.676,5790.292,2815.193,6882.489,4030.571,5773.161,5758.084,5128.425,3799.739
266,5914.778,5808.542,6259.04,5127.017,4261.255,3909.897,5285.204,5651.676,5790.292,2815.193,6882.489,4030.571,5773.161,5758.084,5128.425,3799.739
267,5914.778,5808.542,6259.04,5127.017,4261.255,3909.897,5285.204,5651.676,5790.292,2815.193,6882.489,4030.571,5773.161,5758.084,5128.425,3799.739
268,5914.778,5808.542,6259.04,5127.017,4261.255,3909.897,5285.204,5651.676,5790.292,2815.193,6882.489,4030.571,5773.161,5758.084,5128.425,3799.739
269,5914.778,5808.542,6259.04,5127.017,4261.255,3909.897,5285.204,5651.676,5790.292,2815.193,6882.489,4030.571,5773.161,5758.084,5128.425,3799.739
270,5914.778,5808.542,6259.04,5127.017,4261.255,3909.897,5285.204,5651.676,5790.292,2815.193,6882.489,4030.571,5773.161,5758.084,5128.425,3799.739
271,5914.778,5808.542,6259.04,5127.017,4261.255,3909.897,5285.204,5651.676,5790.292,2815.193,6882.489,4030.571,5773.161,5758.084,5128.425,3799.739
272,5914.778,5808.542,6259.04,5127.017,4261.255,3909.897,5285.204,5651.676,5790.292,2815.193,6882.489,4030.571,5773.161,5758.084,5128.425,3799.739
273,5468.572,4859.703,4278.958,4448.602,3697.967,2836.876,4194.474,5655.986,4355.811,2793.767,5820.988,3420.224,4399.247,4275.159,4938.824,3192.218
274,5468.572,4859.703,4278.958,4448.602,3697.967,2836.876,4194.474,5655.986,4355.811,2793.767,5820.988,3420.224,4399.247,4275.159,4938.824,3192.218
275,5468.572,4859.703,4278.958,4448.602,3697.967,2836.876,4194.474,5655.986,4355.811,2793.767,5820.988,3420.224,4399.247,4275.159,4938.824,3192.218
276,5468.572,4859.703,4278.958,4448.602,3697.967,2836.876,4194.474,5655.986,4355.811,2793.767,5820.988,3420.224,4399.247,4275.159,4938.824,3192.218
277,5468.572,4859.703,4278.958,4448.602,3697.967,2836.876,4194.474,5655.986,4355.811,2793.767,5820.988,3420.224,4399.247,4275.159,4938.824,3192.218
278,5468.572,4859.703,4278.958,4448.602,3697.967,2836.876,4194.474,5655.986,4355.811,2793.767,5820.988,3420.224,4399.247,4275.159,4938.824,3192.218
279,5468.572,4859.703,4278.958,4448.602,3697.967,2836.876,4194.474,5655.986,4355.811,2793.767,5820.988,3420.224,4399.247,4275.159,4938.824,3192.218
280,5468.572,4859.703,4278.958,4448.602,3697.967,2836.876,4194.474,5655.986,4355.811,2793.767,5820.988,3420.224,4399.247,4275.159,4938.824,3192.218
281,3757.175,4336.969,4015.783,3632.546,3769.382,2951.14,3823.5,4449.887,4156.386,2769.548,5026.108,NA,3816.567,4157.797,3824.336,3004.467
282,3757.175,4336.969,4015.783,3632.546,3769.382,2951.14,3823.5,4449.887,4156.386,2769.548,5026.108,NA,3816.567,4157.797,3824.336,3004.467
283,3757.175,4336.969,4015.783,3632.546,3769.382,2951.14,3823.5,4449.887,4156.386,2769.548,5026.108,NA,3816.567,4157.797,3824.336,3004.467
284,3757.175,4336.969,4015.783,3632.546,3769.382,2951.14,3823.5,4449.887,4156.386,2769.548,5026.108,NA,3816.567,4157.797,3824.336,3004.467
285,3757.175,4336.969,4015.783,3632.546,3769.382,2951.14,3823.5,4449.887,4156.386,2769.548,5026.108,NA,3816.567,4157.797,3824.336,3004.467
286,3757.175,4336.969,4015.783,3632.546,3769.382,2951.14,3823.5,4449.887,4156.386,2769.548,5026.108,NA,3816.567,4157.797,3824.336,3004.467
287,3757.175,4336.969,4015.783,3632.546,3769.382,2951.14,3823.5,4449.887,4156.386,2769.548,5026.108,NA,3816.567,4157.797,3824.336,3004.467
288,3757.175,4336.969,4015.783,3632.546,3769.382,2951.14,3823.5,4449.887,4156.386,2769.548,5026.108,NA,3816.567,4157.797,3824.336,3004.467
289,3647.7,3695.281,3430.207,NA,2752.412,2541.37,2974.047,3389.466,3635.371,2791.283,4299.082,2841.576,3263.475,3232.332,3763.358,2747.766
290,3647.7,3695.281,3430.207,NA,2752.412,2541.37,2974.047,3389.466,3635.371,2791.283,4299.082,2841.576,3263.475,3232.332,3763.358,2747.766
291,3647.7,3695.281,3430.207,NA,2752.412,2541.37,2974.047,3389.466,3635.371,2791.283,4299.082,2841.576,3263.475,3232.332,3763.358,2747.766
292,3647.7,3695.281,3430.207,NA,2752.412,2541.37,2974.047,3389.466,3635.371,2791.283,4299.082,2841.576,3263.475,3232.332,3763.358,2747.766
293,3647.7,3695.281,3430.207,NA,2752.412,2541.37,2974.047,3389.466,3635.371,2791.283,4299.082,2841.576,3263.475,3232.332,3763.358,2747.766
294,3647.7,3695.281,3430.207,NA,2752.412,2541.37,2974.047,3389.466,3635.371,2791.283,4299.082,2841.576,3263.475,3232.332,3763.358,2747.766
295,3647.7,3695.281,3430.207,NA,2752.412,2541.37,2974.047,3389.466,3635.371,2791.283,4299.082,2841.576,3263.475,3232.332,3763.358,2747.766
296,3647.7,3695.281,3430.207,NA,2752.412,2541.37,2974.047,3389.466,3635.371,2791.283,4299.082,2841.576,3263.475,3232.332,3763.358,2747.766
297,3117.737,3691.205,2957.653,2808.733,2741.33,NA,2969.176,3263.997,3058.546,2624.876,3283.19,NA,NA,3695.796,4081.341,2812.079
298,3117.737,3691.205,2957.653,2808.733,2741.33,NA,2969.176,3263.997,3058.546,2624.876,3283.19,NA,NA,3695.796,4081.341,2812.079
299,3117.737,3691.205,2957.653,2808.733,2741.33,NA,2969.176,3263.997,3058.546,2624.876,3283.19,NA,NA,3695.796,4081.341,2812.079
300,3117.737,3691.205,2957.653,2808.733,2741.33,NA,2969.176,3263.997,3058.546,2624.876,3283.19,NA,NA,3695.796,4081.341,2812.079
301,3117.737,3691.205,2957.653,2808.733,2741.33,NA,2969.176,3263.997,3058.546,2624.876,3283.19,NA,NA,3695.796,4081.341,2812.079
302,3117.737,3691.205,2957.653,2808.733,2741.33,NA,2969.176,3263.997,3058.546,2624.876,3283.19,NA,NA,3695.796,4081.341,2812.079
303,3117.737,3691.205,2957.653,2808.733,2741.33,NA,2969.176,3263.997,3058.546,2624.876,3283.19,NA,NA,3695.796,4081.341,2812.079
304,3117.737,3691.205,2957.653,2808.733,2741.33,NA,2969.176,3263.997,3058.546,2624.876,3283.19,NA,NA,3695.796,4081.341,2812.079
305,2797.534,3102.342,NA,2983.622,2938.181,2636.816,2807.965,2893.806,2503.19,2723.368,NA,2763.481,2550.12,3132.71,3061.828,3266.498
306,2797.534,3102.342,NA,2983.622,2938.181,2636.816,2807.965,2893.806,2503.19,2723.368,NA,2763.481,2550.12,3132.71,3061.828,3266.498
307,2797.534,3102.342,NA,2983.622,2938.181,2636.816,2807.965,2893.806,2503.19,2723.368,NA,2763.481,2550.12,3132.71,3061.828,3266.498
308,2797.534,3102.342,NA,2983.622,2938.181,2636.816,2807.965,2893.806,2503.19,2723.368,NA,2763.481,2550.12,3132.71,3061.828,3266.498
309,2797.534,3102.342,NA,2983.622,2938.181,2636.816,2807.965,2893.806,2503.19,2723.368,NA,2763.481,2550.12,3132.71,3061.828,3266.498
310,2797.534,3102.342,NA,2983.622,2938.181,2636.816,2807.965,2893.806,2503.19,2723.368,NA,2763.481,2550.12,3132.71,3061.828,3266.498
311,2797.534,3102.342,NA,2983.622,2938.181,2636.816,2807.965,2893.806,2503.19,2723.368,NA,2763.481,2550.12,3132.71,3061.828,3266.498
312,2797.534,3102.342,NA,2983.622,2938.181,2636.816,2807.965,2893.806,2503.19,2723.368,NA,2763.481,2550.12,3132.71,3061.828,3266.498
313,2630.782,2820.751,2846.98,2752.279,2674.343,2637.905,2637.252,2863.422,NA,2536.934,2536.433,2745.423,2629.382,NA,3136.783,2959.572
314,2630.782,2820.751,2846.98,2752.279,2674.343,2637.905,2637.252,2863.422,NA,2536.934,2536.433,2745.423,2629.382,NA,3136.783,2959.572
315,2630.782,2820.751,2846.98,2752.279,2674.343,2637.905,2637.252,2863.422,NA,2536.934,2536.433,2745.423,2629.382,NA,3136.783,2959.572
316,2630.782,2820.751,2846.98,2752.279,2674.343,2637.905,2637.252,2863.422,NA,2536.934,2536.433,2745.423,2629.382,NA,3136.783,2959.572
317,2630.782,2820.751,2846.98,2752.279,2674.343,2637.905,2637.252,2863.422,NA,2536.934,2536.433,2745.423,2629.382,NA,3136.783,2959.572
318,2630.782,2820.751,2846.98,2752.279,2674.343,2637.905,2637.252,2863.422,NA,2536.934,2536.433,2745.423,2629.382,NA,3136.783,2959.572
319,2630.782,2820.751,2846.98,2752.279,2674.343,2637.905,2637.252,2863.422,NA,2536.934,2536.433,2745.423,2629.382,NA,3136.783,2959.572
320,2630.782,2820.751,2846.98,2752.279,2674.343,2637.905,2637.252,2863.422,NA,2536.934,2536.433,2745.423,2629.382,NA,3136.783,2959.572
321,2587.623,2729.998,2561.283,2743.658,2637.606,2708.179,2447.74,2587.776,NA,NA,2465.504,2580.274,2632.91,NA,2479.024,2692.321
322,2587.623,2729.998,2561.283,2743.658,2637.606,2708.179,2447.74,2587.776,NA,NA,2465.504,2580.274,2632.91,NA,2479.024,2692.321
323,2587.623,2729.998,2561.283,2743.658,2637.606,2708.179,2447.74,2587.776,NA,NA,2465.504,2580.274,2632.91,NA,2479.024,2692.321
324,2587.623,2729.998,2561.283,2743.658,2637.606,2708.179,2447.74,2587.776,NA,NA,2465.504,2580.274,2632.91,NA,2479.024,2692.321
325,2587.623,2729.998,2561.283,2743.658,2637.606,2708.179,2447.74,2587.776,NA,NA,2465.504,2580.274,2632.91,NA,2479.024,2692.321
326,2587.623,2729.998,2561.283,2743.658,2637.606,2708.179,2447.74,2587.776,NA,NA,2465.504,2580.274,2632.91,NA,2479.024,2692.321
327,2587.623,2729.998,2561.283,2743.658,2637.606,2708.179,2447.74,2587.776,NA,NA,2465.504,2580.274,2632.91,NA,2479.024,2692.321
328,2587.623,2729.998,2561.283,2743.658,2637.606,2708.179,2447.74,2587.776,NA,NA,2465.504,2580.274,2632.91,NA,2479.024,2692.321
329,2290.138,2726.755,2236.503,NA,2477.447,2568.693,2837.307,2112.737,2397.993,2741.4,2565.589,NA,NA,2542.423,NA,NA
330,2290.138,2726.755,2236.503,NA,2477.447,2568.693,2837.307,2112.737,2397.993,2741.4,2565.589,NA,NA,2542.423,NA,NA
331,2290.138,2726.755,2236.503,NA,2477.447,2568.693,2837.307,2112.737,2397.993,2741.4,2565.589,NA,NA,2542.423,NA,NA
332,2290.138,2726.755,2236.503,NA,2477.447,2568.693,2837.307,2112.737,2397.993,2741.4,2565.589,NA,NA,2542.423,NA,NA
333,2290.138,2726.755,2236.503,NA,2477.447,2568.693,2837.307,2112.737,2397.993,2741.4,2565.589,NA,NA,2542.423,NA,NA
334,2290.138,2726.755,2236.503,NA,2477.447,2568.693,2837.307,2112.737,2397.993,2741.4,2565.589,NA,NA,2542.423,NA,NA
335,2290.138,2726.755,2236.503,NA,2477.447,2568.693,2837.307,2112.737,2397.993,2741.4,2565.589,NA,NA,2542.423,NA,NA
336,2290.138,2726.755,2236.503,NA,2477.447,2568.693,2837.307,2112.737,2397.993,2741.4,2565.589,NA,NA,2542.423,NA,NA
337,2189.185,2542.801,NA,NA,NA,2323.594,NA,2378.116,2296.887,2397.04,NA,2561.064,NA,2888.935,2677.256,2805.153
338,2189.185,2542.801,NA,NA,NA,2323.594,NA,2378.116,2296.887,2397.04,NA,2561.064,NA,2888.935,2677.256,2805.153
339,2189.185,2542.801,NA,NA,NA,2323.594,NA,2378.116,2296.887,2397.04,NA,2561.064,NA,2888.935,2677.256,2805.153
340,2189.185,2542.801,NA,NA,NA,2323.594,NA,2378.116,2296.887,2397.04,NA,2561.064,NA,2888.935,2677.256,2805.153
341,2189.185,2542.801,NA,NA,NA,2323.594,NA,2378.116,2296.887,2397.04,NA,2561.064,NA,2888.935,2677.256,2805.153
342,2189.185,2542.801,NA,NA,NA,2323.594,NA,2378.116,2296.887,2397.04,NA,2561.064,NA,2888.935,2677.256,2805.153
343,2189.185,2542.801,NA,NA,NA,2323.594,NA,2378.116,2296.887,2397.04,NA,2561.064,NA,2888.935,2677.256,2805.153
344,2189.185,2542.801,NA,NA,NA,2323.594,NA,2378.116,2296.887,2397.04,NA,2561.064,NA,2888.935,2677.256,2805.153
345,2026.466,2516.697,NA,2381.52,2216.972,NA,NA,2289.695,NA,NA,2330.914,2594.577,NA,NA,2723.738,2521.264
346,2026.466,2516.697,NA,2381.52,2216.972,NA,NA,2289.695,NA,NA,2330.914,2594.577,NA,NA,2723.738,2521.264
347,2026.466,2516.697,NA,2381.52,2216.972,NA,NA,2289.695,NA,NA,2330.914,2594.577,NA,NA,2723.738,2521.264
348,2026.466,2516.697,NA,2381.52,2216.972,NA,NA,2289.695,NA,NA,2330.914,2594.577,NA,NA,2723.738,2521.264
349,2026.466,2516.697,NA,2381.52,2216.972,NA,NA,2289.695,NA,NA,2330.914,2594.577,NA,NA,2723.738,2521.264
350,2026.466,2516.697,NA,2381.52,2216.972,NA,NA,2289.695,NA,NA,2330.914,2594.577,NA,NA,2723.738,2521.264
351,2026.466,2516.697,NA,2381.52,2216.972,NA,NA,2289.695,NA,NA,2330.914,2594.577,NA,NA,2723.738,2521.264
352,2026.466,2516.697,NA,2381.52,2216.972,NA,NA,2289.695,NA,NA,2330.914,2594.577,NA,NA,2723.738,2521.264
353,2036.968,2526.778,NA,2171.776,2320.856,2426.687,NA,NA,NA,NA,2268.518,2384.385,2324.234,2404.427,2289.571,NA
354,2036.968,2526.778,NA,2171.776,2320.856,2426.687,NA,NA,NA,NA,2268.518,2384.385,2324.234,2404.427,2289.571,NA
355,2036.968,2526.778,NA,2171.776,2320.856,2426.687,NA,NA,NA,NA,2268.518,2384.385,2324.234,2404.427,2289.571,NA
356,2036.968,2526.778,NA,2171.776,2320.856,2426.687,NA,NA,NA,NA,2268.518,2384.385,2324.234,2404.427,2289.571,NA
357,2036.968,2526.778,NA,2171.776,2320.856,2426.687,NA,NA,NA,NA,2268.518,2384.385,2324.234,2404.427,2289.571,NA
358,2036.968,2526.778,NA,2171.776,2320.856,2426.687,NA,NA,NA,NA,2268.518,2384.385,2324.234,2404.427,2289.571,NA
359,2036.968,2526.778,NA,2171.776,2320.856,2426.687,NA,NA,NA,NA,2268.518,2384.385,2324.234,2404.427,2289.571,NA
360,2036.968,2526.778,NA,2171.776,2320.856,2426.687,NA,NA,NA,NA,2268.518,2384.385,2324.234,2404.427,2289.571,NA
361,NA,2408.575,2082.192,3035.413,NA,NA,NA,2104.694,NA,2405.64,2273.228,NA,2240.624,NA,NA,2317.58
362,NA,2408.575,2082.192,3035.413,NA,NA,NA,2104.694,NA,2405.64,2273.228,NA,2240.624,NA,NA,2317.58
