"","doy","2012","2013","2015","2016"
"1",1,2468.72986139928,NA,NA,NA
"2",2,2468.72986139928,NA,NA,NA
"3",3,2468.72986139928,NA,NA,NA
"4",4,2468.72986139928,NA,NA,NA
"5",5,2468.72986139928,NA,NA,NA
"6",6,2468.72986139928,NA,NA,NA
"7",7,2468.72986139928,NA,NA,NA
"8",8,2468.72986139928,NA,NA,NA
"9",9,2232.30564870801,NA,2080.02463086765,NA
"10",10,2232.30564870801,NA,2080.02463086765,NA
"11",11,2232.30564870801,NA,2080.02463086765,NA
"12",12,2232.30564870801,NA,2080.02463086765,NA
"13",13,2232.30564870801,NA,2080.02463086765,NA
"14",14,2232.30564870801,NA,2080.02463086765,NA
"15",15,2232.30564870801,NA,2080.02463086765,NA
"16",16,2232.30564870801,NA,2080.02463086765,NA
"17",17,2016.91257329325,1875.64338434412,2156.69377474674,NA
"18",18,2016.91257329325,1875.64338434412,2156.69377474674,NA
"19",19,2016.91257329325,1875.64338434412,2156.69377474674,NA
"20",20,2016.91257329325,1875.64338434412,2156.69377474674,NA
"21",21,2016.91257329325,1875.64338434412,2156.69377474674,NA
"22",22,2016.91257329325,1875.64338434412,2156.69377474674,NA
"23",23,2016.91257329325,1875.64338434412,2156.69377474674,NA
"24",24,2016.91257329325,1875.64338434412,2156.69377474674,NA
"25",25,2112.95009011386,2085.8203355974,2168.35797745038,NA
"26",26,2112.95009011386,2085.8203355974,2168.35797745038,NA
"27",27,2112.95009011386,2085.8203355974,2168.35797745038,NA
"28",28,2112.95009011386,2085.8203355974,2168.35797745038,NA
"29",29,2112.95009011386,2085.8203355974,2168.35797745038,NA
"30",30,2112.95009011386,2085.8203355974,2168.35797745038,NA
"31",31,2112.95009011386,2085.8203355974,2168.35797745038,NA
"32",32,2112.95009011386,2085.8203355974,2168.35797745038,NA
"33",33,NA,2285.32131920743,NA,NA
"34",34,NA,2285.32131920743,NA,NA
"35",35,NA,2285.32131920743,NA,NA
"36",36,NA,2285.32131920743,NA,NA
"37",37,NA,2285.32131920743,NA,NA
"38",38,NA,2285.32131920743,NA,NA
"39",39,NA,2285.32131920743,NA,NA
"40",40,NA,2285.32131920743,NA,NA
"41",41,NA,2439.4171359508,NA,NA
"42",42,NA,2439.4171359508,NA,NA
"43",43,NA,2439.4171359508,NA,NA
"44",44,NA,2439.4171359508,NA,NA
"45",45,NA,2439.4171359508,NA,NA
"46",46,NA,2439.4171359508,NA,NA
"47",47,NA,2439.4171359508,NA,NA
"48",48,NA,2439.4171359508,NA,NA
"49",49,2046.88295028063,2501.22276210994,NA,NA
"50",50,2046.88295028063,2501.22276210994,NA,NA
"51",51,2046.88295028063,2501.22276210994,NA,NA
"52",52,2046.88295028063,2501.22276210994,NA,NA
"53",53,2046.88295028063,2501.22276210994,NA,NA
"54",54,2046.88295028063,2501.22276210994,NA,NA
"55",55,2046.88295028063,2501.22276210994,NA,NA
"56",56,2046.88295028063,2501.22276210994,NA,NA
"57",57,2283.13587460024,NA,1922.60105475937,2493.41533094738
"58",58,2283.13587460024,NA,1922.60105475937,2493.41533094738
"59",59,2283.13587460024,NA,1922.60105475937,2493.41533094738
"60",60,2283.13587460024,NA,1922.60105475937,2493.41533094738
"61",61,2283.13587460024,NA,1922.60105475937,2493.41533094738
"62",62,2283.13587460024,NA,1922.60105475937,2493.41533094738
"63",63,2283.13587460024,NA,1922.60105475937,2493.41533094738
"64",64,2283.13587460024,NA,1922.60105475937,2493.41533094738
"65",65,NA,NA,2120.9107671241,2534.37820322059
