"","doy","2012","2013","2015","2016"
"178",178,6840.83794847098,7025.3018847819,6813.49378132154,5521.68523430504
"179",179,6840.83794847098,7025.3018847819,6813.49378132154,5521.68523430504
"180",180,6840.83794847098,7025.3018847819,6813.49378132154,5521.68523430504
"181",181,6840.83794847098,7025.3018847819,6813.49378132154,5521.68523430504
"182",182,6840.83794847098,7025.3018847819,6813.49378132154,5521.68523430504
"183",183,6840.83794847098,7025.3018847819,6813.49378132154,5521.68523430504
"184",184,6840.83794847098,7025.3018847819,6813.49378132154,5521.68523430504
"185",185,8030.07191109174,6138.65119165855,7739.95668303109,6675.71326484477
"186",186,8030.07191109174,6138.65119165855,7739.95668303109,6675.71326484477
"187",187,8030.07191109174,6138.65119165855,7739.95668303109,6675.71326484477
"188",188,8030.07191109174,6138.65119165855,7739.95668303109,6675.71326484477
"189",189,8030.07191109174,6138.65119165855,7739.95668303109,6675.71326484477
"190",190,8030.07191109174,6138.65119165855,7739.95668303109,6675.71326484477
"191",191,8030.07191109174,6138.65119165855,7739.95668303109,6675.71326484477
"192",192,8030.07191109174,6138.65119165855,7739.95668303109,6675.71326484477
"193",193,8653.95837385723,8047.17948717949,7283.80249131713,7987.77070586568
"194",194,8653.95837385723,8047.17948717949,7283.80249131713,7987.77070586568
"195",195,8653.95837385723,8047.17948717949,7283.80249131713,7987.77070586568
"196",196,8653.95837385723,8047.17948717949,7283.80249131713,7987.77070586568
"197",197,8653.95837385723,8047.17948717949,7283.80249131713,7987.77070586568
"198",198,8653.95837385723,8047.17948717949,7283.80249131713,7987.77070586568
"199",199,8653.95837385723,8047.17948717949,7283.80249131713,7987.77070586568
"200",200,8653.95837385723,8047.17948717949,7283.80249131713,7987.77070586568
"201",201,5846.35761589404,7727.21693823645,8076.96038535791,8780.71756903335
"202",202,5846.35761589404,7727.21693823645,8076.96038535791,8780.71756903335
"203",203,5846.35761589404,7727.21693823645,8076.96038535791,8780.71756903335
"204",204,5846.35761589404,7727.21693823645,8076.96038535791,8780.71756903335
"205",205,5846.35761589404,7727.21693823645,8076.96038535791,8780.71756903335
"206",206,5846.35761589404,7727.21693823645,8076.96038535791,8780.71756903335
"207",207,5846.35761589404,7727.21693823645,8076.96038535791,8780.71756903335
"208",208,5846.35761589404,7727.21693823645,8076.96038535791,8780.71756903335
"209",209,7809.13657019852,7275.87692126147,8624.02781071198,8994.81503060116
"210",210,7809.13657019852,7275.87692126147,8624.02781071198,8994.81503060116
"211",211,7809.13657019852,7275.87692126147,8624.02781071198,8994.81503060116
"212",212,7809.13657019852,7275.87692126147,8624.02781071198,8994.81503060116
"213",213,7809.13657019852,7275.87692126147,8624.02781071198,8994.81503060116
"214",214,7809.13657019852,7275.87692126147,8624.02781071198,8994.81503060116
"215",215,7809.13657019852,7275.87692126147,8624.02781071198,8994.81503060116
"216",216,7809.13657019852,7275.87692126147,8624.02781071198,8994.81503060116
"217",217,8257.5587905935,8103.93035337208,7816.21621621622,9141.28744927957
"218",218,8257.5587905935,8103.93035337208,7816.21621621622,9141.28744927957
"219",219,8257.5587905935,8103.93035337208,7816.21621621622,9141.28744927957
"220",220,8257.5587905935,8103.93035337208,7816.21621621622,9141.28744927957
"221",221,8257.5587905935,8103.93035337208,7816.21621621622,9141.28744927957
"222",222,8257.5587905935,8103.93035337208,7816.21621621622,9141.28744927957
"223",223,8257.5587905935,8103.93035337208,7816.21621621622,9141.28744927957
"224",224,8257.5587905935,8103.93035337208,7816.21621621622,9141.28744927957
"225",225,7829.64782964783,8763.8575176344,8820.44077466613,9037.70148538901
"226",226,7829.64782964783,8763.8575176344,8820.44077466613,9037.70148538901
"227",227,7829.64782964783,8763.8575176344,8820.44077466613,9037.70148538901
"228",228,7829.64782964783,8763.8575176344,8820.44077466613,9037.70148538901
"229",229,7829.64782964783,8763.8575176344,8820.44077466613,9037.70148538901
"230",230,7829.64782964783,8763.8575176344,8820.44077466613,9037.70148538901
"231",231,7829.64782964783,8763.8575176344,8820.44077466613,9037.70148538901
"232",232,7829.64782964783,8763.8575176344,8820.44077466613,9037.70148538901
"233",233,8055.27638190955,8304.07159819699,8981.83988987255,8904.50231211347
"234",234,8055.27638190955,8304.07159819699,8981.83988987255,8904.50231211347
"235",235,8055.27638190955,8304.07159819699,8981.83988987255,8904.50231211347
"236",236,8055.27638190955,8304.07159819699,8981.83988987255,8904.50231211347
"237",237,8055.27638190955,8304.07159819699,8981.83988987255,8904.50231211347
"238",238,8055.27638190955,8304.07159819699,8981.83988987255,8904.50231211347
"239",239,8055.27638190955,8304.07159819699,8981.83988987255,8904.50231211347
"240",240,8055.27638190955,8304.07159819699,8981.83988987255,8904.50231211347
"241",241,6107.01610701611,8421.30809367795,8188.33092275363,8756.2052394808
"242",242,6107.01610701611,8421.30809367795,8188.33092275363,8756.2052394808
"243",243,6107.01610701611,8421.30809367795,8188.33092275363,8756.2052394808
"244",244,6107.01610701611,8421.30809367795,8188.33092275363,8756.2052394808
"245",245,6107.01610701611,8421.30809367795,8188.33092275363,8756.2052394808
"246",246,6107.01610701611,8421.30809367795,8188.33092275363,8756.2052394808
"247",247,6107.01610701611,8421.30809367795,8188.33092275363,8756.2052394808
"248",248,6107.01610701611,8421.30809367795,8188.33092275363,8756.2052394808
"249",249,7442.74809160305,8492.52838295634,8026.21365776616,8733.35056612625
"250",250,7442.74809160305,8492.52838295634,8026.21365776616,8733.35056612625
"251",251,7442.74809160305,8492.52838295634,8026.21365776616,8733.35056612625
"252",252,7442.74809160305,8492.52838295634,8026.21365776616,8733.35056612625
"253",253,7442.74809160305,8492.52838295634,8026.21365776616,8733.35056612625
"254",254,7442.74809160305,8492.52838295634,8026.21365776616,8733.35056612625
"255",255,7442.74809160305,8492.52838295634,8026.21365776616,8733.35056612625
"256",256,7442.74809160305,8492.52838295634,8026.21365776616,8733.35056612625
"257",257,7729.9703264095,7886.18271144121,8396.91369641311,7825.62317365354
"258",258,7729.9703264095,7886.18271144121,8396.91369641311,7825.62317365354
"259",259,7729.9703264095,7886.18271144121,8396.91369641311,7825.62317365354
"260",260,7729.9703264095,7886.18271144121,8396.91369641311,7825.62317365354
"261",261,7729.9703264095,7886.18271144121,8396.91369641311,7825.62317365354
"262",262,7729.9703264095,7886.18271144121,8396.91369641311,7825.62317365354
"263",263,7729.9703264095,7886.18271144121,8396.91369641311,7825.62317365354
"264",264,7729.9703264095,7886.18271144121,8396.91369641311,7825.62317365354
"265",265,7955.21757498944,7212.95599901862,5859.07721902302,6728.46328983241
"266",266,7955.21757498944,7212.95599901862,5859.07721902302,6728.46328983241
"267",267,7955.21757498944,7212.95599901862,5859.07721902302,6728.46328983241
"268",268,7955.21757498944,7212.95599901862,5859.07721902302,6728.46328983241
"269",269,7955.21757498944,7212.95599901862,5859.07721902302,6728.46328983241
"270",270,7955.21757498944,7212.95599901862,5859.07721902302,6728.46328983241
"271",271,7955.21757498944,7212.95599901862,5859.07721902302,6728.46328983241
"272",272,7955.21757498944,7212.95599901862,5859.07721902302,6728.46328983241
"273",273,6210.14638058953,5223.09786076316,5718.77213040538,6022.84025356788
"274",274,6210.14638058953,5223.09786076316,5718.77213040538,6022.84025356788
"275",275,6210.14638058953,5223.09786076316,5718.77213040538,6022.84025356788
"276",276,6210.14638058953,5223.09786076316,5718.77213040538,6022.84025356788
"277",277,6210.14638058953,5223.09786076316,5718.77213040538,6022.84025356788
"278",278,6210.14638058953,5223.09786076316,5718.77213040538,6022.84025356788
"279",279,6210.14638058953,5223.09786076316,5718.77213040538,6022.84025356788
"280",280,6210.14638058953,5223.09786076316,5718.77213040538,6022.84025356788
"281",281,NA,4865.76004203466,4740.60580231296,4217.33872510124
"282",282,NA,4865.76004203466,4740.60580231296,4217.33872510124
"283",283,NA,4865.76004203466,4740.60580231296,4217.33872510124
"284",284,NA,4865.76004203466,4740.60580231296,4217.33872510124
"285",285,NA,4865.76004203466,4740.60580231296,4217.33872510124
"286",286,NA,4865.76004203466,4740.60580231296,4217.33872510124
"287",287,NA,4865.76004203466,4740.60580231296,4217.33872510124
"288",288,NA,4865.76004203466,4740.60580231296,4217.33872510124
"289",289,5647.95564795565,NA,3226.43514096348,3813.45255788494
"290",290,5647.95564795565,NA,3226.43514096348,3813.45255788494
"291",291,5647.95564795565,NA,3226.43514096348,3813.45255788494
"292",292,5647.95564795565,NA,3226.43514096348,3813.45255788494
"293",293,5647.95564795565,NA,3226.43514096348,3813.45255788494
"294",294,5647.95564795565,NA,3226.43514096348,3813.45255788494
"295",295,5647.95564795565,NA,3226.43514096348,3813.45255788494
"296",296,5647.95564795565,NA,3226.43514096348,3813.45255788494
"297",297,NA,3239.02172869075,4333.12331527246,3222.82590641663
"298",298,NA,3239.02172869075,4333.12331527246,3222.82590641663
"299",299,NA,3239.02172869075,4333.12331527246,3222.82590641663
"300",300,NA,3239.02172869075,4333.12331527246,3222.82590641663
"301",301,NA,3239.02172869075,4333.12331527246,3222.82590641663
"302",302,NA,3239.02172869075,4333.12331527246,3222.82590641663
"303",303,NA,3239.02172869075,4333.12331527246,3222.82590641663
"304",304,NA,3239.02172869075,4333.12331527246,3222.82590641663
"305",305,4415.83214115403,3166.95491460246,3917.61483726602,3057.96800284094
"306",306,4415.83214115403,3166.95491460246,3917.61483726602,3057.96800284094
"307",307,4415.83214115403,3166.95491460246,3917.61483726602,3057.96800284094
"308",308,4415.83214115403,3166.95491460246,3917.61483726602,3057.96800284094
"309",309,4415.83214115403,3166.95491460246,3917.61483726602,3057.96800284094
"310",310,4415.83214115403,3166.95491460246,3917.61483726602,3057.96800284094
"311",311,4415.83214115403,3166.95491460246,3917.61483726602,3057.96800284094
"312",312,4415.83214115403,3166.95491460246,3917.61483726602,3057.96800284094
"313",313,3871.98831832563,3132.11274303588,2953.16084873286,2434.87692335975
"314",314,3871.98831832563,3132.11274303588,2953.16084873286,2434.87692335975
"315",315,3871.98831832563,3132.11274303588,2953.16084873286,2434.87692335975
"316",316,3871.98831832563,3132.11274303588,2953.16084873286,2434.87692335975
"317",317,3871.98831832563,3132.11274303588,2953.16084873286,2434.87692335975
"318",318,3871.98831832563,3132.11274303588,2953.16084873286,2434.87692335975
"319",319,3871.98831832563,3132.11274303588,2953.16084873286,2434.87692335975
"320",320,3871.98831832563,3132.11274303588,2953.16084873286,2434.87692335975
"321",321,2991.49703684617,NA,2430.94978324674,2595.12874450719
"322",322,2991.49703684617,NA,2430.94978324674,2595.12874450719
"323",323,2991.49703684617,NA,2430.94978324674,2595.12874450719
"324",324,2991.49703684617,NA,2430.94978324674,2595.12874450719
"325",325,2991.49703684617,NA,2430.94978324674,2595.12874450719
"326",326,2991.49703684617,NA,2430.94978324674,2595.12874450719
"327",327,2991.49703684617,NA,2430.94978324674,2595.12874450719
"328",328,2991.49703684617,NA,2430.94978324674,2595.12874450719
"329",329,NA,2716.95776213602,NA,NA
"330",330,NA,2716.95776213602,NA,NA
"331",331,NA,2716.95776213602,NA,NA
"332",332,NA,2716.95776213602,NA,NA
"333",333,NA,2716.95776213602,NA,NA
"334",334,NA,2716.95776213602,NA,NA
"335",335,NA,2716.95776213602,NA,NA
"336",336,NA,2716.95776213602,NA,NA
"337",337,2517.807370703,NA,2802.79621843396,2398.20381938199
"338",338,2517.807370703,NA,2802.79621843396,2398.20381938199
"339",339,2517.807370703,NA,2802.79621843396,2398.20381938199
"340",340,2517.807370703,NA,2802.79621843396,2398.20381938199
"341",341,2517.807370703,NA,2802.79621843396,2398.20381938199
"342",342,2517.807370703,NA,2802.79621843396,2398.20381938199
"343",343,2517.807370703,NA,2802.79621843396,2398.20381938199
"344",344,2517.807370703,NA,2802.79621843396,2398.20381938199
"345",345,2885.41957067187,NA,3783.54371542811,2286.17487694397
"346",346,2885.41957067187,NA,3783.54371542811,2286.17487694397
"347",347,2885.41957067187,NA,3783.54371542811,2286.17487694397
"348",348,2885.41957067187,NA,3783.54371542811,2286.17487694397
"349",349,2885.41957067187,NA,3783.54371542811,2286.17487694397
"350",350,2885.41957067187,NA,3783.54371542811,2286.17487694397
"351",351,2885.41957067187,NA,3783.54371542811,2286.17487694397
"352",352,2885.41957067187,NA,3783.54371542811,2286.17487694397
"353",353,2812.96907835485,2445.05518442315,3322.85624972215,NA
"354",354,2812.96907835485,2445.05518442315,3322.85624972215,NA
"355",355,2812.96907835485,2445.05518442315,3322.85624972215,NA
"356",356,2812.96907835485,2445.05518442315,3322.85624972215,NA
"357",357,2812.96907835485,2445.05518442315,3322.85624972215,NA
"358",358,2812.96907835485,2445.05518442315,3322.85624972215,NA
"359",359,2812.96907835485,2445.05518442315,3322.85624972215,NA
"360",360,2812.96907835485,2445.05518442315,3322.85624972215,NA
"361",361,NA,2497.97323604867,NA,2349.32113629604
"362",362,NA,2497.97323604867,NA,2349.32113629604
"363",363,NA,2497.97323604867,NA,2349.32113629604
"364",364,NA,2497.97323604867,NA,2349.32113629604
"365",365,NA,2497.97323604867,NA,2349.32113629604
"366",366,NA,NA,NA,2349.32113629604
