"","doy","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016"
"62",62,NA,1856.29246003171,2186.91858402127,NA,2359.94031172567,2382.09511177015,NA,2321.00476417937,NA,NA,2273.83153263018,2443.88428450041,NA,2128.40030801447,1934.30656934307,2256.95384744944
"63",63,NA,1856.29246003171,2186.91858402127,NA,2359.94031172567,2382.09511177015,NA,2321.00476417937,NA,NA,2273.83153263018,2443.88428450041,NA,2128.40030801447,1934.30656934307,2256.95384744944
"64",64,NA,1856.29246003171,2186.91858402127,NA,2359.94031172567,2382.09511177015,NA,2321.00476417937,NA,NA,2273.83153263018,2443.88428450041,NA,2128.40030801447,1934.30656934307,2256.95384744944
"65",65,2293.70581459578,2051.6530223709,2208.47389260942,2094.5998880643,2520.89533998221,2324.25283527106,2046.85974617637,2289.14674928634,NA,NA,2271.03103359505,2339.34467868936,NA,2181.17937845026,2285.31855955679,2230.85953773756
"66",66,2293.70581459578,2051.6530223709,2208.47389260942,2094.5998880643,2520.89533998221,2324.25283527106,2046.85974617637,2289.14674928634,NA,NA,2271.03103359505,2339.34467868936,NA,2181.17937845026,2285.31855955679,2230.85953773756
"67",67,2293.70581459578,2051.6530223709,2208.47389260942,2094.5998880643,2520.89533998221,2324.25283527106,2046.85974617637,2289.14674928634,NA,NA,2271.03103359505,2339.34467868936,NA,2181.17937845026,2285.31855955679,2230.85953773756
"68",68,2293.70581459578,2051.6530223709,2208.47389260942,2094.5998880643,2520.89533998221,2324.25283527106,2046.85974617637,2289.14674928634,NA,NA,2271.03103359505,2339.34467868936,NA,2181.17937845026,2285.31855955679,2230.85953773756
"69",69,2293.70581459578,2051.6530223709,2208.47389260942,2094.5998880643,2520.89533998221,2324.25283527106,2046.85974617637,2289.14674928634,NA,NA,2271.03103359505,2339.34467868936,NA,2181.17937845026,2285.31855955679,2230.85953773756
"70",70,2293.70581459578,2051.6530223709,2208.47389260942,2094.5998880643,2520.89533998221,2324.25283527106,2046.85974617637,2289.14674928634,NA,NA,2271.03103359505,2339.34467868936,NA,2181.17937845026,2285.31855955679,2230.85953773756
"71",71,2293.70581459578,2051.6530223709,2208.47389260942,2094.5998880643,2520.89533998221,2324.25283527106,2046.85974617637,2289.14674928634,NA,NA,2271.03103359505,2339.34467868936,NA,2181.17937845026,2285.31855955679,2230.85953773756
"72",72,2293.70581459578,2051.6530223709,2208.47389260942,2094.5998880643,2520.89533998221,2324.25283527106,2046.85974617637,2289.14674928634,NA,NA,2271.03103359505,2339.34467868936,NA,2181.17937845026,2285.31855955679,2230.85953773756
