"","doy","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016"
"1",1,NA,1882.4798500113,2716.1581804541,1922.091834263,NA,1921.5876089061,NA,NA,2263.88224808112,NA,NA,2383.09625305729,NA,NA,NA,NA
"2",2,NA,1882.4798500113,2716.1581804541,1922.091834263,NA,1921.5876089061,NA,NA,2263.88224808112,NA,NA,2383.09625305729,NA,NA,NA,NA
"3",3,NA,1882.4798500113,2716.1581804541,1922.091834263,NA,1921.5876089061,NA,NA,2263.88224808112,NA,NA,2383.09625305729,NA,NA,NA,NA
"4",4,NA,1882.4798500113,2716.1581804541,1922.091834263,NA,1921.5876089061,NA,NA,2263.88224808112,NA,NA,2383.09625305729,NA,NA,NA,NA
"5",5,NA,1882.4798500113,2716.1581804541,1922.091834263,NA,1921.5876089061,NA,NA,2263.88224808112,NA,NA,2383.09625305729,NA,NA,NA,NA
"6",6,NA,1882.4798500113,2716.1581804541,1922.091834263,NA,1921.5876089061,NA,NA,2263.88224808112,NA,NA,2383.09625305729,NA,NA,NA,NA
"7",7,NA,1882.4798500113,2716.1581804541,1922.091834263,NA,1921.5876089061,NA,NA,2263.88224808112,NA,NA,2383.09625305729,NA,NA,NA,NA
"8",8,NA,1882.4798500113,2716.1581804541,1922.091834263,NA,1921.5876089061,NA,NA,2263.88224808112,NA,NA,2383.09625305729,NA,NA,NA,NA
"9",9,NA,1901.42488095247,2467.50338445112,1900.14349855141,NA,1956.81511470985,1979.36319084444,NA,NA,NA,NA,2206.56588429202,NA,2208.27265402852,2620.8734560738,NA
"10",10,NA,1901.42488095247,2467.50338445112,1900.14349855141,NA,1956.81511470985,1979.36319084444,NA,NA,NA,NA,2206.56588429202,NA,2208.27265402852,2620.8734560738,NA
"11",11,NA,1901.42488095247,2467.50338445112,1900.14349855141,NA,1956.81511470985,1979.36319084444,NA,NA,NA,NA,2206.56588429202,NA,2208.27265402852,2620.8734560738,NA
"12",12,NA,1901.42488095247,2467.50338445112,1900.14349855141,NA,1956.81511470985,1979.36319084444,NA,NA,NA,NA,2206.56588429202,NA,2208.27265402852,2620.8734560738,NA
"13",13,NA,1901.42488095247,2467.50338445112,1900.14349855141,NA,1956.81511470985,1979.36319084444,NA,NA,NA,NA,2206.56588429202,NA,2208.27265402852,2620.8734560738,NA
"14",14,NA,1901.42488095247,2467.50338445112,1900.14349855141,NA,1956.81511470985,1979.36319084444,NA,NA,NA,NA,2206.56588429202,NA,2208.27265402852,2620.8734560738,NA
"15",15,NA,1901.42488095247,2467.50338445112,1900.14349855141,NA,1956.81511470985,1979.36319084444,NA,NA,NA,NA,2206.56588429202,NA,2208.27265402852,2620.8734560738,NA
"16",16,NA,1901.42488095247,2467.50338445112,1900.14349855141,NA,1956.81511470985,1979.36319084444,NA,NA,NA,NA,2206.56588429202,NA,2208.27265402852,2620.8734560738,NA
"17",17,2520.64519205423,1984.95563673125,NA,1880.68931742199,NA,2012.87447387967,NA,NA,2313.32329900179,NA,NA,1924.49355432781,2273.23407211089,1912.54836444535,2480.44378673765,NA
"18",18,2520.64519205423,1984.95563673125,NA,1880.68931742199,NA,2012.87447387967,NA,NA,2313.32329900179,NA,NA,1924.49355432781,2273.23407211089,1912.54836444535,2480.44378673765,NA
"19",19,2520.64519205423,1984.95563673125,NA,1880.68931742199,NA,2012.87447387967,NA,NA,2313.32329900179,NA,NA,1924.49355432781,2273.23407211089,1912.54836444535,2480.44378673765,NA
"20",20,2520.64519205423,1984.95563673125,NA,1880.68931742199,NA,2012.87447387967,NA,NA,2313.32329900179,NA,NA,1924.49355432781,2273.23407211089,1912.54836444535,2480.44378673765,NA
"21",21,2520.64519205423,1984.95563673125,NA,1880.68931742199,NA,2012.87447387967,NA,NA,2313.32329900179,NA,NA,1924.49355432781,2273.23407211089,1912.54836444535,2480.44378673765,NA
"22",22,2520.64519205423,1984.95563673125,NA,1880.68931742199,NA,2012.87447387967,NA,NA,2313.32329900179,NA,NA,1924.49355432781,2273.23407211089,1912.54836444535,2480.44378673765,NA
"23",23,2520.64519205423,1984.95563673125,NA,1880.68931742199,NA,2012.87447387967,NA,NA,2313.32329900179,NA,NA,1924.49355432781,2273.23407211089,1912.54836444535,2480.44378673765,NA
"24",24,2520.64519205423,1984.95563673125,NA,1880.68931742199,NA,2012.87447387967,NA,NA,2313.32329900179,NA,NA,1924.49355432781,2273.23407211089,1912.54836444535,2480.44378673765,NA
"25",25,NA,1960.12249275702,NA,NA,NA,2025.46569205376,NA,NA,2173.82019372301,NA,NA,2291.08150173359,2283.39765636752,2218.31148951931,2442.38657128416,NA
"26",26,NA,1960.12249275702,NA,NA,NA,2025.46569205376,NA,NA,2173.82019372301,NA,NA,2291.08150173359,2283.39765636752,2218.31148951931,2442.38657128416,NA
"27",27,NA,1960.12249275702,NA,NA,NA,2025.46569205376,NA,NA,2173.82019372301,NA,NA,2291.08150173359,2283.39765636752,2218.31148951931,2442.38657128416,NA
